Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
FAIRE-seq,Formaldehyde Assisted Isolation of Regulatory Elements. reveals regions of open chromatin,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C106051,http://purl.obolibrary.org/obo/NCIT_C106051,C106051,
FINISHING,Sequencing intended to finish (close) gaps in existing coverage,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204818,http://purl.obolibrary.org/obo/NCIT_C204818,C204818,
FL-cDNA,Full-length sequencing of cDNA templates,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204817,http://purl.obolibrary.org/obo/NCIT_C204817,C204817,
Hi-C,"Chromosome Conformation Capture technique where a biotin-labeled nucleotide is incorporated at the ligation junction, enabling selective purification of chimeric DNA ligation junctions followed by deep sequencing",,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204819,http://purl.obolibrary.org/obo/NCIT_C204819,C204819,
MBD-Seq,Direct sequencing of methylated fractions sequencing strategy,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204820,http://purl.obolibrary.org/obo/NCIT_C204820,C204820,
MeDIP-Seq,Methylated DNA Immunoprecipitation Sequencing strategy,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204821,http://purl.obolibrary.org/obo/NCIT_C204821,C204821,
miRNA-Seq,Random sequencing of small miRNAs,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C156057,http://purl.obolibrary.org/obo/NCIT_C156057,C156057,
MNase-Seq,Direct sequencing following MNase digestion,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C106056,http://purl.obolibrary.org/obo/NCIT_C106056,C106056,
MRE-Seq,Methylation-Sensitive Restriction Enzyme Sequencing strategy,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204822,http://purl.obolibrary.org/obo/NCIT_C204822,C204822,
ncRNA-Seq,"Capture of other non-coding RNA types, including post-translation modification types such as snRNA (small nuclear RNA) or snoRNA (small nucleolar RNA), or expression regulation types such as siRNA (small interfering RNA) or piRNA/piwi/RNA (piwi-interacting RNA).",,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C172858,http://purl.obolibrary.org/obo/NCIT_C172858,C172858,
Other,Library strategy not listed (please include additional info in the “design description”),,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C17649,http://purl.obolibrary.org/obo/NCIT_C17649,C17649,
POOLCLONE,Shotgun of pooled clones (usually BACs and Fosmids),,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204823,http://purl.obolibrary.org/obo/NCIT_C204823,C204823,
RAD-Seq,A type of genome-wide sampling sequencing that reduces the complexity of the genome by subsampling only at specific sites defined by restriction enzymes.,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204824,http://purl.obolibrary.org/obo/NCIT_C204824,C204824,
RIP-Seq,"Direct sequencing of RNA immunoprecipitates (includes CLIP-Seq, HITS-CLIP and PAR-CLIP).",,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204825,http://purl.obolibrary.org/obo/NCIT_C204825,C204825,
RNA-Seq,Random sequencing of whole transcriptome,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C124261,http://purl.obolibrary.org/obo/NCIT_C124261,C124261,
SELEX,Systematic Evolution of Ligands by EXponential enrichment,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204826,http://purl.obolibrary.org/obo/NCIT_C204826,C204826,
DNA-Seq,The determination of the sequence of purine and pyrimidine bases in a strand of DNA.,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C153598,http://purl.obolibrary.org/obo/NCIT_C153598,C153598,
ssRNA-seq,strand-specific RNA sequencing,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C172859,http://purl.obolibrary.org/obo/NCIT_C172859,C172859,
Synthetic-Long-Read,A sequencing strategy that uses specialized sample processing combined with conventional short-read sequencing to computationally reconstruct long sequencing reads.,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204827,http://purl.obolibrary.org/obo/NCIT_C204827,C204827,
Targeted-Capture,A technique that determines the nucleotide sequence of a pre-specified region of DNA or RNA by using primers that are specific for that region.,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C130177,http://purl.obolibrary.org/obo/NCIT_C130177,C130177,
Tethered Chromatin Conformation Capture,"A method for genome-wide mapping of chromatin interactions, similar to Hi-C sequencing except that the ligations are performed on a solid substrate rather than in solution, enhancing the signal-to-noise ratio.",,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204829,http://purl.obolibrary.org/obo/NCIT_C204829,C204829,
Tn-Seq,Sequencing from transposon insertion sites,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204830,http://purl.obolibrary.org/obo/NCIT_C204830,C204830,
WCS,Random sequencing of a whole chromosome or other replicon isolated from a genome,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C204831,http://purl.obolibrary.org/obo/NCIT_C204831,C204831,
WGA,Random sequencing of the whole genome following non-pcr amplification,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C19590,http://purl.obolibrary.org/obo/NCIT_C19590,C19590,
WGS,Random sequencing of the whole genome,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C101294,http://purl.obolibrary.org/obo/NCIT_C101294,C101294,
WXS,Random sequencing of exonic regions selected from the genome,,,FALSE,,NGS Library Strategy,,CDS v5.0.4/Genomic Info-library_strategy,,,NCIT:C101295,http://purl.obolibrary.org/obo/NCIT_C101295,C101295,
