"Attribute","Description","Valid Values","DependsOn","Required","Properties","Parent","DependsOn Component","Source","Validation Rules","Nonpreferred Terms","Ontology Identifier","Ontology Url","NCIt Code","Notes"
"DNAse","Deoxyribonuclease (MNase) digestion","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"HMPR","Hypo-methylated partial restriction digest","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Hybrid Selection","Selection by hybridization in array or solution","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Not applicable","Determination of a value is not relevant in the current context.","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C48660","http://purl.obolibrary.org/obo/NCIT_C48660","C48660",""
"Inverse rRNA","depletion of ribosomal RNA by oligo hybridization.","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"MBD2 protein methyl-CpG binding domain","Enrichment by methyl-CpG binding domain","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"miRNA Size Fractionation","","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"MDA","Multiple displacement amplification","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C19590","http://purl.obolibrary.org/obo/NCIT_C19590","C19590",""
"MF","Methyl Filtrated","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"MNase","Micrococcal Nuclease (MNase) digestion","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"MSLL","Methylation Spanning Linking Library","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Oligo-dT","enrichment of messenger RNA (mRNA) by hybridization to Oligo-dT.","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C201929","http://purl.obolibrary.org/obo/NCIT_C201929","C201929",""
"Other","Other library enrichment, screening, or selection process (please include additional info in the “design description”)","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C17649","http://purl.obolibrary.org/obo/NCIT_C17649","C17649",""
"Padlock probes capture method","Circularized oligonucleotide probes","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"PCR","Source material was selected by designed primers","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C17003","http://purl.obolibrary.org/obo/NCIT_C17003","C17003",""
"PolyA","PolyA selection or enrichment for messenger RNA (mRNA); should replace cDNA enumeration.","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"RACE","Rapid Amplification of cDNA Ends","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C180698","http://purl.obolibrary.org/obo/NCIT_C180698","C180698",""
"Random","Random selection by shearing or other method","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C201930","http://purl.obolibrary.org/obo/NCIT_C201930","C201930",""
"Random PCR","Source material was selected by randomly generated primers","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C17003","http://purl.obolibrary.org/obo/NCIT_C17003","C17003",""
"Reduced Representation","Reproducible genomic subsets, often generated by restriction fragment size selection, containing a manageable number of loci to facilitate re-sampling","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C167284","http://purl.obolibrary.org/obo/NCIT_C167284","C167284",""
"Repeat fractionation","Selection for less repetitive (and more gene rich) sequence through Cot filtration (CF) or other fractionation techniques based on DNA kinetics.","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Restriction Digest","DNA fractionation using restriction enzymes","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"RT-PCR","Source material was selected by reverse transcription PCR","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C18136","http://purl.obolibrary.org/obo/NCIT_C18136","C18136",""
"Size fractionation","Physical selection of size appropriate targets","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Affinity Enrichment","","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","","","",""
"Unspecified","Library enrichment, screening, or selection is not specified (please include additional info in the “design description”)","","","FALSE","","NGS Library Selection","","CDS v5.0.4/Genomic Info-library_selection","","","NCIT:C38046","http://purl.obolibrary.org/obo/NCIT_C38046","C38046",""
