"Attribute","Description","Valid Values","DependsOn","Required","Properties","Parent","DependsOn Component","Source","Validation Rules","Nonpreferred Terms","Ontology Identifier","Ontology Url","NCIt Code","Notes"
"Not Otherwise Specified","A term used to indicate that a specific type or category is not more precisely described or classified.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C19594","http://purl.obolibrary.org/obo/NCIT_C19594","C19594",""
"Not Reported","Not provided or available at the time of data submission.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C43234","http://purl.obolibrary.org/obo/NCIT_C43234","C43234",""
"Odontogenic Tumors","A neoplasm arising from tissues involved in tooth formation, including enamel organ, dental papilla, and dental follicle, most commonly arising in the jaw.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C3286","http://purl.obolibrary.org/obo/NCIT_C3286","C3286",""
"Osseous and Chondromatous Neoplasms","","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","","","",""
"Paragangliomas and Glomus Tumors","A neoplasm arising from paraganglia, specialized clusters of neuroendocrine cells that are part of the autonomic nervous system, located at various sites outside the adrenal medulla.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C3308","http://purl.obolibrary.org/obo/NCIT_C3308","C3308",""
"Plasma Cell Neoplasm","A neoplasm characterized by the clonal proliferation of plasma cells, the antibody-secreting terminally differentiated B-cells.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C4665","http://purl.obolibrary.org/obo/NCIT_C4665","C4665",""
"Soft Tissue Tumors and Sarcomas; NOS","A neoplasm arising from the non-epithelial, non-osseous supporting tissues of the body, including fat, fibrous tissue, muscle, peripheral nerves, and blood and lymph vessels.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C3377","http://purl.obolibrary.org/obo/NCIT_C3377","C3377",""
"Squamous Cell Neoplasms","A neoplasm arising from or exhibiting the features of squamous epithelium, ranging from benign squamous papillomas to squamous cell carcinomas.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C3792","http://purl.obolibrary.org/obo/NCIT_C3792","C3792",""
"Synovial-like Neoplasms","A neoplasm arising from the synovial tissue lining joint cavities, tendon sheaths, and bursae.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C8964","http://purl.obolibrary.org/obo/NCIT_C8964","C8964",""
"Thymic Epithelial Neoplasms","A neoplasm arising from the epithelial cells of the thymus gland, spanning a spectrum from thymoma to thymic carcinoma.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C6450","http://purl.obolibrary.org/obo/NCIT_C6450","C6450",""
"Transitional Cell Papillomas and Carcinomas","","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","","","",""
"Trophoblastic neoplasms","A group of pregnancy-related proliferative disorders including non-neoplastic conditions and trophoblastic neoplasms such as invasive hydatidiform mole, gestational choriocarcinoma, and epithelioid trophoblastic tumor.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C180633","http://purl.obolibrary.org/obo/NCIT_C180633","C180633",""
"Unknown","Not known, observed, recorded, or reported as unknown by the data contributor.","","","FALSE","","Disease Type","","CDS v5.0.4/Diagnosis-disease_type","","","NCIT:C17998","http://purl.obolibrary.org/obo/NCIT_C17998","C17998",""
