Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Image Metadata,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Kinetic Model,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
MRI Image,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Map,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Map Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Mass Spectrometry Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Mass Spectrum,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Mathematical Model,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Matrix,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Molecular Property,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Molecular Simulation Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Molecule Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Molecule Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Morphology Parameter,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Mutation ID,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Not Applicable,,,,FALSE,,,,,,,,,,
Nucleic Acid Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Nucleic Acid Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Nucleic Acid Sequence,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Concept Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Mapping,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Term,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Organism Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Organism Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Over-Represesntation Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
P-Value,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Pair Sequence Alignment,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Pathway Or Network,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Pathway Or Network Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Pathway Overrepresentation Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Peptide Identification,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Peptide Property,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Phenotype Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylogenetic Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylogenetic Tree,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Plain Text,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Plot,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Position Weight Matrix,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Position-Specific Scoring Matrix,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Contact Map,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Interaction Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Property,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Sequence,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Structure Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Quality Control Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
RNA Sequence,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Raw Image,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Reaction Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
RefSeq Accession,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Resource Metadata,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sample Annotation,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sample ID,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Score,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Alignment,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Attribute,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Cluster,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Composition Plot,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Composition Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Coordinates,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Features,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 11/11/2022
Sequence Image,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 09/23/2022
Sequence Motif,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Position,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Property,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Range,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Record,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Search Results,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Set,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Signature Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Similarity,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Similarity Score,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Variations,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Simulation,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Small Molecule Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Spectrum,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Statistical Estimate Score,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Strain Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Strain Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Structure,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Structure Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Taxonomy,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Text Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Text Mining Report,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Topology Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Training Material,,,,FALSE,,,,EDAM,,,,,,
Trajectory Data,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Transcription Factor Identifier,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Transcription Factor Name,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
Vmax,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
dbSNP ID,,,,FALSE,,,,EDAM,,,,,,Added by Brynn 06/30/2022
