Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Data Identity and Mapping,"Topic concerning the identity of biological entities, or reports on such entities, and the mapping of entities and records in different databases.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3345,http://edamontology.org/topic_3345,,Added by Brynn 06/30/2022
Data Mining,The discovery of patterns in large data sets and the extraction and trasnsformation of those patterns into a useful format.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3473,http://edamontology.org/topic_3473,,Added by Brynn 06/30/2022
Data Submission Annotation and Curation,"Data curation and archival includes the preservation of data in a repository, archive, or a deposition database; and curation of data and metadata, database accessions, annotation, and data provenance.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0219,http://edamontology.org/topic_0219,,Added by Brynn 06/30/2022
Data Visualisation,"Rendering (drawing on a computer screen) or visualisation of molecular sequences, structures or other biomolecular data.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0092,http://edamontology.org/topic_0092,,Added by Brynn 06/30/2022
Developmental Biology,How organisms grow and develop.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3064,http://edamontology.org/topic_3064,,Added by Brynn 06/30/2022
Drug Development,The process of bringing a new drug to market once a lead compounds has been identified through drug discovery.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3373,http://edamontology.org/topic_3373,,Added by Brynn 06/30/2022
Drug Discovery,The discovery and design of drugs or potential drug compounds.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3336,http://edamontology.org/topic_3336,,Added by Brynn 06/30/2022
Drug Metabolism,The study of how a drug interacts with the body.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3375,http://edamontology.org/topic_3375,,Added by Brynn 06/30/2022
Electron Microscopy,"The study of matter by studying the interference pattern from firing electrons at a sample, to analyse structures at resolutions higher than can be achieved using light.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0611,http://edamontology.org/topic_0611,,Added by Brynn 06/30/2022
Epigenetics,"Topic concerning the study of heritable changes, for example in gene expression or phenotype, caused by mechanisms other than changes in the DNA sequence.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3295,http://edamontology.org/topic_3295,,Added by Brynn 06/30/2022
Evolutionary Biology,"The evolutionary processes, from the genetic to environmental scale, that produced life in all its diversity.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3299,http://edamontology.org/topic_3299,,Added by Brynn 06/30/2022
Exome Sequencing,"Laboratory technique to sequence all the protein-coding regions in a genome, i.e., the exome.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3676,http://edamontology.org/topic_3676,,Added by Brynn 06/30/2022
Experimental Design and Studies,"The design of an experiment intended to test a hypothesis, and describe or explain empirical data obtained under various experimental conditions.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3678,http://edamontology.org/topic_3678,,Added by Brynn 06/30/2022
Function Analysis,The study of gene and protein function including the prediction of functional properties of a protein.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_1775,http://edamontology.org/topic_1775,,Added by Brynn 06/30/2022
Functional Genomics,"The study of gene or protein functions and their interactions in totality in a given organism, tissue, cell etc.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0085,http://edamontology.org/topic_0085,,Added by Brynn 06/30/2022
Functional Regulatory and Non-Coding RNA,"Non-coding or functional RNA sequences, including regulatory RNA sequences, ribosomal RNA (rRNA) and transfer RNA (tRNA).",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0659,http://edamontology.org/topic_0659,,Added by Brynn 06/30/2022
GWAS Study,Genome-wide association study experiments.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3517,http://edamontology.org/topic_3517,,Added by Brynn 06/30/2022
Gene Expression,The analysis of levels and patterns of synthesis of gene products (proteins and functional RNA) including interpretation in functional terms of gene expression data.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0203,http://edamontology.org/topic_0203,,Added by Brynn 06/30/2022
Gene Regulation,The regulation of gene expression.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0204,http://edamontology.org/topic_0204,,Added by Brynn 06/30/2022
Gene Structure,"Gene structure, regions which make an RNA product and features such as promoters, coding regions, gene fusion, splice sites etc.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0114,http://edamontology.org/topic_0114,,Added by Brynn 06/30/2022
Gene Transcripts,"Transcription of DNA into RNA and features of a messenger RNA (mRNA) molecules including precursor RNA, primary (unprocessed) transcript and fully processed molecules.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3512,http://edamontology.org/topic_3512,,Added by Brynn 06/30/2022
Gene and Protein Families,"Particular gene(s), gene family or other gene group or system and their encoded proteins.Primarily the classification of proteins (from sequence or structural data) into clusters, groups, families etc., curation of a particular protein or protein family, or any other proteins that have been...",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0623,http://edamontology.org/topic_0623,,Added by Brynn 06/30/2022
Genetic Engineering,The application of biotechnology to directly manipulate an organism's genes.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3912,http://edamontology.org/topic_3912,,Added by Brynn 06/30/2022
Genetic Variation,"Stable, naturally occurring mutations in a nucleotide sequence including alleles, naturally occurring mutations such as single base nucleotide substitutions, deletions and insertions, RFLPs and other polymorphisms.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0199,http://edamontology.org/topic_0199,,Added by Brynn 06/30/2022
Genetics,"The study of genes, genetic variation and heredity in living organisms.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3053,http://edamontology.org/topic_3053,,Added by Brynn 06/30/2022
Genomics,"Whole genomes of one or more organisms, or genomes in general, such as meta-information on genomes, genome projects, gene names etc.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0622,http://edamontology.org/topic_0622,,Added by Brynn 06/30/2022
Genotype and Phenotype,"The study of genetic constitution of a living entity, such as an individual, and organism, a cell and so on, typically with respect to a particular observable phenotypic traits, or resources concerning such traits, which might be an aspect of biochemistry, physiology, morphology, anatomy,...",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0625,http://edamontology.org/topic_0625,,Added by Brynn 06/30/2022
Imaging,The visual representation of an object.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3382,http://edamontology.org/topic_3382,,Added by Brynn 06/30/2022
Immunoinformatics,"Immunoinformatics is the field of computational biology that deals with the study of immunoloogical questions. Immunoinformatics is at the interface between immunology and computer science. It takes advantage of computational, statistical, mathematical approaches and enhances the understanding of...",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3948,http://edamontology.org/topic_3948,,Added by Brynn 06/30/2022
Immunology,"The application of information technology to immunology such as immunological processes, immunological genes, proteins and peptide ligands, antigens and so on.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0804,http://edamontology.org/topic_0804,,Added by Brynn 06/30/2022
Immunomics,"The study of immune system as a whole, its regulation and response to pathogens using genome-wide approaches.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3967,http://edamontology.org/topic_3967,,Added by Brynn 06/30/2022
Immunoprecipitation Experiment,"Experimental techniques to purify a protein-DNA crosslinked complex. Usually sequencing follows e.g. in the techniques ChIP-chip, ChIP-seq and MeDIP-seq.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3656,http://edamontology.org/topic_3656,,Added by Brynn 06/30/2022
Immunoproteins and Antigens,Immunity-related proteins and their ligands.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_2830,http://edamontology.org/topic_2830,,Added by Brynn 06/30/2022
Infectious Disease,"The branch of medicine that deals with the prevention, diagnosis and management of transmissible disease with clinically evident illness resulting from infection with pathogenic biological agents (viruses, bacteria, fungi, protozoa, parasites and prions).",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3324,http://edamontology.org/topic_3324,,Added by Brynn 06/30/2022
Informatics,The study and practice of information processing and use of computer information systems.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0605,http://edamontology.org/topic_0605,,Added by Brynn 06/30/2022
Laboratory Techniques,,,,FALSE,,Tool Topic,,EDAM,,,,,,Added by Brynn 06/30/2022
Light Microscopy,The use of optical instruments to magnify the image of an object.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3385,http://edamontology.org/topic_3385,,Added by Brynn 06/30/2022
Lipids,Lipids and their structures.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0153,http://edamontology.org/topic_0153,,Added by Brynn 06/30/2022
Machine Learning,"A topic concerning the application of artificial intelligence methods to algorithms, in order to create methods that can learn from data in order to generate an output, rather than relying on explicitly encoded information only.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3474,http://edamontology.org/topic_3474,,Added by Brynn 06/30/2022
Mapping,"The mapping of complete (typically nucleotide) sequences. Mapping (in the sense of short read alignment, or more generally, just alignment) has application in RNA-Seq analysis (mapping of transcriptomics reads), variant discovery (e.g. mapping of exome capture), and re-sequencing (mapping of WGS...",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0102,http://edamontology.org/topic_0102,,Added by Brynn 06/30/2022
Mathematics,"The study of numbers (quantity) and other topics including structure, space, and change.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3315,http://edamontology.org/topic_3315,,Added by Brynn 06/30/2022
Medical Imaging,The use of imaging techniques for clinical purposes for medical research.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3384,http://edamontology.org/topic_3384,,Added by Brynn 06/30/2022
Medical Informatics,"The application of information technology to health, disease and biomedicine.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3063,http://edamontology.org/topic_3063,,Added by Brynn 06/30/2022
Medicine,"Research in support of healing by diagnosis, treatment, and prevention of disease.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3303,http://edamontology.org/topic_3303,,Added by Brynn 06/30/2022
Medicines Research and Development,"The discovery, development and approval of medicines.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3376,http://edamontology.org/topic_3376,,Added by Brynn 06/30/2022
Membrane and Lipoproteins,"Lipoproteins (protein-lipid assemblies), and proteins or region of a protein that spans or are associated with a membrane.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0820,http://edamontology.org/topic_0820,,Added by Brynn 06/30/2022
Metagenomics,"The study of genetic material recovered from environmental samples, and associated environmental data.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3174,http://edamontology.org/topic_3174,,Added by Brynn 11/11/2022
Molecular Biology,"The molecular basis of biological activity, particularly the macromolecules (e.g. proteins and nucleic acids) that are essential to life.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3047,http://edamontology.org/topic_3047,,Added by Brynn 06/30/2022
Molecular Genetics,The structure and function of genes at a molecular level.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3321,http://edamontology.org/topic_3321,,Added by Brynn 06/30/2022
Molecular Interactions Pathways and Networks,"Molecular interactions, biological pathways, networks and other models.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0602,http://edamontology.org/topic_0602,,Added by Brynn 06/30/2022
Nucleic Acid Structure Analysis,"The archival, curation, processing and analysis of nucleic acid structural information, such as whole structures, structural features and alignments, and associated annotation.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0097,http://edamontology.org/topic_0097,,Added by Brynn 06/30/2022
Nucleic Acids,"The processing and analysis of nucleic acid sequence, structural and other data.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0077,http://edamontology.org/topic_0077,,Added by Brynn 06/30/2022
Omics,"The collective characterisation and quantification of pools of biological molecules that translate into the structure, function, and dynamics of an organism or organisms.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3391,http://edamontology.org/topic_3391,,Added by Brynn 06/30/2022
Oncology,"The study of cancer, for example, genes and proteins implicated in cancer.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_2640,http://edamontology.org/topic_2640,,Added by Brynn 06/30/2022
Ontology and Terminology,"The conceptualisation, categorisation and nomenclature (naming) of entities or phenomena within biology or bioinformatics. This includes formal ontologies, controlled vocabularies, structured glossary, symbols and terminology or other related resource.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0089,http://edamontology.org/topic_0089,,Added by Brynn 06/30/2022
Pathology,"Diseases, including diseases in general and the genes, gene variations and proteins involved in one or more specific diseases.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0634,http://edamontology.org/topic_0634,,Added by Brynn 06/30/2022
Pharmacogenomics,"The influence of genotype on drug response, for example by correlating gene expression or single-nucleotide polymorphisms with drug efficacy or toxicity.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0208,http://edamontology.org/topic_0208,,Added by Brynn 06/30/2022
Pharmacology,The study of drugs and their effects or responses in living systems.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0202,http://edamontology.org/topic_0202,,Added by Brynn 06/30/2022
Pharmacovigilance,"The detection, assessment, understanding and prevention of adverse effects of medicines.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3378,http://edamontology.org/topic_3378,,Added by Brynn 06/30/2022
Phylogenetics,The study of evolutionary relationships amongst organisms from analysis of genetic information (typically gene or protein sequences).,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3293,http://edamontology.org/topic_3293,,Added by Brynn 06/30/2022
Phylogenomics,"The integrated study of evolutionary relationships and whole genome data, for example, in the analysis of species trees, horizontal gene transfer and evolutionary reconstruction.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0194,http://edamontology.org/topic_0194,,Added by Brynn 06/30/2022
Phylogeny,The study of evolutionary relationships amongst organisms.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0084,http://edamontology.org/topic_0084,,Added by Brynn 06/30/2022
Preclinical and Clinical Studies,"The testing of new medicines, vaccines or procedures on animals (preclinical) and humans (clinical) prior to their approval by regulatory authorities.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3379,http://edamontology.org/topic_3379,,Added by Brynn 06/30/2022
Probes and Primers,Molecular probes (e.g. a peptide probe or DNA microarray probe) or PCR primers and hybridisation oligos in a nucleic acid sequence.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0632,http://edamontology.org/topic_0632,,Added by Brynn 06/30/2022
Protein Expression,The translation of mRNA into protein and subsequent protein processing in the cell.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0108,http://edamontology.org/topic_0108,,Added by Brynn 06/30/2022
Protein Modifications,"Protein chemical modifications, e.g. post-translational modifications.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0601,http://edamontology.org/topic_0601,,Added by Brynn 06/30/2022
Protein Properties,"The study of the physical and biochemical properties of peptides and proteins, for example the hydrophobic, hydrophilic and charge properties of a protein.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0123,http://edamontology.org/topic_0123,,Added by Brynn 06/30/2022
Proteins,"Archival, processing and analysis of protein data, typically molecular sequence and structural data.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0078,http://edamontology.org/topic_0078,,Added by Brynn 06/30/2022
Proteomics,"Proteomics is in the narrow sense (sensu stricto) the application of methods to separate, characterise, identify, and quantify all proteins (the proteome) - or a substantial set of proteins - that are present in a sample. Proteomics in the broad sense is the science of proteins and peptides on the...",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0121,http://edamontology.org/topic_0121,,Added by Brynn 06/30/2022
Proteomics Experiment,Proteomics experiments.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3520,http://edamontology.org/topic_3520,,Added by Brynn 06/30/2022
RNA,RNA sequences and structures.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0099,http://edamontology.org/topic_0099,,Added by Brynn 06/30/2022
RNA-Seq,"A topic concerning high-throughput sequencing of cDNA to measure the RNA content (transcriptome) of a sample, for example, to investigate how different alleles of a gene are expressed, detect post-transcriptional mutations or identify gene fusions.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3170,http://edamontology.org/topic_3170,,Added by Brynn 06/30/2022
Safety Sciences,The safety (or lack) of drugs and other medical interventions.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3377,http://edamontology.org/topic_3377,,Added by Brynn 06/30/2022
Sample Collections,Biological samples and specimens.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3277,http://edamontology.org/topic_3277,,Added by Brynn 06/30/2022
Sequence Analysis,"The archival, processing and analysis of molecular sequences (monomer composition of polymers) including molecular sequence data resources, sequence sites, alignments, motifs and profiles.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0080,http://edamontology.org/topic_0080,,Added by Brynn 06/30/2022
Sequencing,"The determination of complete (typically nucleotide) sequences, including those of genomes (full genome sequencing, de novo sequencing and resequencing), amplicons and transcriptomes.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3168,http://edamontology.org/topic_3168,,Added by Brynn 06/30/2022
Simulation Experiment,"Biological computational model experiments (simulation), for example the minimum information required in order to permit its correct interpretation and reproduction.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3524,http://edamontology.org/topic_3524,,Added by Brynn 06/30/2022
Software Engineering,The process that leads from an original formulation of a computing problem to executable programs.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3372,http://edamontology.org/topic_3372,,Added by Brynn 06/30/2022
Statistics and Probability,The application of statistical methods to biological problems.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_2269,http://edamontology.org/topic_2269,,Added by Brynn 06/30/2022
Structural Analysis,"The curation, processing, analysis and prediction of data about the structure of biological molecules, typically proteins and nucleic acids and other macromolecules.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0081,http://edamontology.org/topic_0081,,Added by Brynn 06/30/2022
Structural Biology,"The molecular structure of biological molecules, particularly macromolecules such as proteins and nucleic acids.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_1317,http://edamontology.org/topic_1317,,Added by Brynn 06/30/2022
Systems Biology,The holistic modelling and analysis of complex biological systems and the interactions therein.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_2259,http://edamontology.org/topic_2259,,Added by Brynn 06/30/2022
Transcription Factors and Regulatory Sites,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0749,http://edamontology.org/topic_0749,,Added by Brynn 06/30/2022
Transcriptomics,"The analysis of transcriptomes, or a set of all the RNA molecules in a specific cell, tissue etc.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3308,http://edamontology.org/topic_3308,,Added by Brynn 06/30/2022
Virology,"Study of viruses, e.g. sequence and structural data, interactions of viral proteins, or a viral genome including molecular sequences, genes and annotation.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0781,http://edamontology.org/topic_0781,,Added by Brynn 06/30/2022
Whole Genome Sequencing,Laboratory technique to sequence the complete DNA sequence of an organism's genome at a single time.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_3673,http://edamontology.org/topic_3673,,Added by Brynn 06/30/2022
Workflows,Biological or biomedical analytical workflows or pipelines.,,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_0769,http://edamontology.org/topic_0769,,Added by Brynn 06/30/2022
scRNA-Seq,"Combined with NGS (Next Generation Sequencing) technologies, single-cell sequencing allows the study of genetic information (DNA, RNA, epigenome...) at a single cell level. It is often used for differential analysis and gene expression profiling.",,,FALSE,,Tool Topic,,EDAM,,,EDAM:topic_4028,http://edamontology.org/topic_4028,,Added by Brynn 06/30/2022
