Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Copy Number Variation Detection,Identify where sections of the genome are repeated and the number of repeats in the genome varies between individuals.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3961,http://edamontology.org/operation_3961,,
Correlation,"Identify a correlation, i.e. a statistical relationship between two random variables or two sets of data.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3465,http://edamontology.org/operation_3465,,
DNA Barcoding,Analyse DNA sequences in order to identify a DNA 'barcode'; marker genes or any short fragment(s) of DNA that are useful to diagnose the taxa of biological organisms.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3200,http://edamontology.org/operation_3200,,
Data Handling,"Basic (non-analytical) operations of some data, either a file or equivalent entity in memory, such that the same basic type of data is consumed as input and generated as output.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2409,http://edamontology.org/operation_2409,,
Data Retrieval,"Retrieve an entry (or part of an entry) from a data resource that matches a supplied query. This might include some primary data and annotation. The query is a data identifier or other indexed term. For example, retrieve a sequence record with the specified accession number, or matching supplied...",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2422,http://edamontology.org/operation_2422,,
Database Search,Search a database (or other data resource) with a supplied query and retrieve entries (or parts of entries) that are similar to the query.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2421,http://edamontology.org/operation_2421,,
De Novo Sequencing,Analytical process that derives a peptide's amino acid sequence from its tandem mass spectrum (MS/MS) without the assistance of a sequence database.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3644,http://edamontology.org/operation_3644,,
Demultiplexing,Assigning sequence reads to separate groups / files based on their index tag (sample origin).,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3933,http://edamontology.org/operation_3933,,
Differential Gene Expression Profiling,Identify from molecular sequence analysis (typically from analysis of microarray or RNA-seq data) genes whose expression levels are significantly different between two sample groups.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3223,http://edamontology.org/operation_3223,,
Differential Protein Expression Profiling,"The analysis, using proteomics techniques, to identify proteins whose encoding genes are differentially expressed under a given experimental setup.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3741,http://edamontology.org/operation_3741,,
Dimensionality Reduction,"A process used in statistics, machine learning, and information theory that reduces the number of random variables by obtaining a set of principal variables.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3935,http://edamontology.org/operation_3935,,
Editing,"Edit a data entity, either randomly or specifically.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3096,http://edamontology.org/operation_3096,,
Enrichment Analysis,"Analysis of a set of objects, such as genes, annotated with given categories, where eventual over-/under-representation of certain categories within the studied set of objects is revealed.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3501,http://edamontology.org/operation_3501,,
Expression Analysis,"Process (read and/or write) expression data from experiments measuring molecules (e.g. omics data), including analysis of one or more expression profiles, typically to interpret them in functional terms.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2495,http://edamontology.org/operation_2495,,
Expression Correlation Analysis,"Analyse the correlation patterns among features/molecules across across a variety of experiments, samples etc.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3463,http://edamontology.org/operation_3463,,
Expression Data Visualisation,Visualise microarray or other expression data.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0571,http://edamontology.org/operation_0571,,
Expression Profile Clustering,"Perform cluster analysis of expression data to identify groups with similar expression profiles, for example by clustering.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0313,http://edamontology.org/operation_0313,,
Expression Profile Comparison,Comparison of expression profiles.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0315,http://edamontology.org/operation_0315,,
Functional Clustering,"Clustering of molecular sequences on the basis of their function, typically using information from an ontology of gene function, or some other measure of functional phenotype.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3459,http://edamontology.org/operation_3459,,
Gene Expression Profiling,"The measurement of the activity (expression) of multiple genes in a cell, tissue, sample etc., in order to get an impression of biological function.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0314,http://edamontology.org/operation_0314,,
Gene Methylation Analysis,Analysing the DNA methylation of specific genes or regions of interest.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3207,http://edamontology.org/operation_3207,,
Gene Regulatory Network Analysis,Analyse a known network of gene regulation.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_1781,http://edamontology.org/operation_1781,,
Gene Regulatory Network Prediction,Predict a network of gene regulation.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2437,http://edamontology.org/operation_2437,,
Gene-Set Enrichment Analysis,"Identify classes of genes or proteins that are over or under-represented in a large set of genes or proteins. For example analysis of a set of genes corresponding to a gene expression profile, annotated with Gene Ontology (GO) concepts, where eventual over-/under-representation of certain GO...",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2436,http://edamontology.org/operation_2436,,
Generation,Construct some data entity.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3429,http://edamontology.org/operation_3429,,
Genetic Mapping,Generate a genetic (linkage) map of a DNA sequence (typically a chromosome) showing the relative positions of genetic markers based on estimation of non-physical distances.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0282,http://edamontology.org/operation_0282,,
Genetic Variation Analysis,"Analyse a genetic variation, for example to annotate its location, alleles, classification, and effects on individual transcripts predicted for a gene model.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3197,http://edamontology.org/operation_3197,,
Genome Analysis,"Study of genomic feature structure, variation, function and evolution at a genomic scale.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3918,http://edamontology.org/operation_3918,,
Genome Annotation,Annotate a genome sequence with terms from a controlled vocabulary.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0362,http://edamontology.org/operation_0362,,
Genome Visualisation,"Visualise, format or render a nucleic acid sequence that is part of (and in context of) a complete genome sequence.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3208,http://edamontology.org/operation_3208,,
Genotyping,Analyse DNA sequence data to identify differences between the genetic composition (genotype) of an individual compared to other individual's or a reference sequence.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3196,http://edamontology.org/operation_3196,,
Heat Map Generation,Generate a heat map of expression data from e.g. microarray data.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0531,http://edamontology.org/operation_0531,,
Image Analysis,The analysis of a image (typically a digital image) of some type in order to extract information from it.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3443,http://edamontology.org/operation_3443,,
Imputation,"Replace missing data with substituted values, usually by using some statistical or other mathematical approach.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3557,http://edamontology.org/operation_3557,,
Incident Curve Plotting,"Plot an incident curve such as a survival curve, death curve, mortality curve.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3503,http://edamontology.org/operation_3503,,
Information Retrieval,Retrieve resources from information systems matching a specific information need.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3908,http://edamontology.org/operation_3908,,
Linkage Analysis,Analyse genetic linkage.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0283,http://edamontology.org/operation_0283,,
Mapping,"Map properties to positions on an biological entity (typically a molecular sequence or structure), or assemble such an entity from constituent parts.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2429,http://edamontology.org/operation_2429,,
Metabolic Pathway Prediction,Predict a metabolic pathway.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3929,http://edamontology.org/operation_3929,,
Methylation Analysis,Analyse cytosine methylation states in nucleic acid sequences.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3204,http://edamontology.org/operation_3204,,
Microscope Image Visualisation,Visualise images resulting from various types of microscopy.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3552,http://edamontology.org/operation_3552,,
Modelling and Simulation,"Model or simulate some biological entity or system, typically using mathematical techniques including dynamical systems, statistical models, differential equations, and game theoretic models.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2426,http://edamontology.org/operation_2426,,
Molecular Dynamics,The simulation of molecular (typically protein) conformation using a computational model of physical forces and computer simulation.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2476,http://edamontology.org/operation_2476,,
Network Analysis,"Generate, process or analyse a biological network.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3927,http://edamontology.org/operation_3927,,
Network Visualisation,Render (visualise) a network - typically a biological network of some sort.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3925,http://edamontology.org/operation_3925,,
Nucleic Acid Feature Detection,"Predict, recognise and identify features in nucleotide sequences such as functional sites or regions, typically by scanning for known motifs, patterns and regular expressions.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0415,http://edamontology.org/operation_0415,,
Nucleic Acid Sequence Analysis,Analyse a nucleic acid sequence (using methods that are only applicable to nucleic acid sequences).,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2478,http://edamontology.org/operation_2478,,
Nucleosome Position Prediction,Identify or predict nucleosome exclusion sequences (nucleosome free regions) in DNA.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0432,http://edamontology.org/operation_0432,,
Ontology Visualisation,"Visualise, format or render data from an ontology, typically a tree of terms.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3559,http://edamontology.org/operation_3559,,
Pathway Analysis,"Generate, process or analyse a biological pathway.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3928,http://edamontology.org/operation_3928,,
Pathway Modelling,"Model a metabolic network. This can include 1) reconstruction to break down a metabolic pathways into reactions, enzymes, and other relevant information, and compilation of this into a mathematical model and 2) simulations of metabolism based on the model.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3660,http://edamontology.org/operation_3660,,
Peak Calling,Identify putative protein-binding regions in a genome sequence from analysis of Chip-sequencing data or ChIP-on-chip data.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3222,http://edamontology.org/operation_3222,,
Phylogenetic Analysis,"Analyse an existing phylogenetic tree or trees, typically to detect features or make predictions.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0324,http://edamontology.org/operation_0324,,
Prediction and Recognition,"Predict, recognise, detect or identify some properties of a biomolecule.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2423,http://edamontology.org/operation_2423,,
Principal Component Analysis,A statistical procedure that uses an orthogonal transformation to convert a set of observations of possibly correlated variables into a set of values of linearly uncorrelated variables called principal components.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3960,http://edamontology.org/operation_3960,,
Protein Comparison,Compare two or more proteins (or some aspect) to identify similarities.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2997,http://edamontology.org/operation_2997,,
Protein Function Comparison,Compare the functional properties of two or more proteins.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_1778,http://edamontology.org/operation_1778,,
Protein Function Prediction,"Predict the biological or biochemical role of a protein, or other aspects of a protein function.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_1777,http://edamontology.org/operation_1777,,
Protein Identification,"Identification of protein, for example from one or more peptide identifications by tandem mass spectrometry.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3767,http://edamontology.org/operation_3767,,
Protein Interaction Network Analysis,Analyse a network of protein interactions.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0276,http://edamontology.org/operation_0276,,
Protein Quantification,Technique for determining the amount of proteins in a sample.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3630,http://edamontology.org/operation_3630,,
Protein-Protein Interaction Analysis,Analyse the interactions of proteins with other proteins.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2949,http://edamontology.org/operation_2949,,
Quantification,Counting and measuring experimentally determined observations into quantities.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3799,http://edamontology.org/operation_3799,,
Query and Retrieval,Search or query a data resource and retrieve entries and / or annotation.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0224,http://edamontology.org/operation_0224,,
RNA Secondary Structure Prediction,"Predict RNA secondary structure (for example knots, pseudoknots, alternative structures etc).",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0278,http://edamontology.org/operation_0278,,
RNA-Seq Analysis,Analyze data from RNA-seq experiments.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3680,http://edamontology.org/operation_3680,,
RNA-Seq Quantification,"Quantification of data arising from RNA-Seq high-throughput sequencing, typically the quantification of transcript abundances durnig transcriptome analysis in a gene expression study.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3800,http://edamontology.org/operation_3800,,
Regression Analysis,A statistical calculation to estimate the relationships among variables.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3659,http://edamontology.org/operation_3659,,
SNP Annotation,Predict the effect or function of an individual single nucleotide polymorphism (SNP).,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3661,http://edamontology.org/operation_3661,,
SNP Detection,"Find single nucleotide polymorphisms (SNPs) - single nucleotide change in base positions - between sequences. Typically done for sequences from a high-throughput sequencing experiment that differ from a reference genome and which might, especially by reference to population frequency or functional...",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0484,http://edamontology.org/operation_0484,,
Scatter Plot Plotting,Render a graph in which the values of two variables are plotted along two axes; the pattern of the points reveals any correlation.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2940,http://edamontology.org/operation_2940,,
Sequence Alignment Analysis,Analyse a molecular sequence alignment.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0258,http://edamontology.org/operation_0258,,
Sequence Alignment Comparison,Compare (typically by aligning) two molecular sequence alignments.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0259,http://edamontology.org/operation_0259,,
Sequence Analysis,Analyse one or more known molecular sequences.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2403,http://edamontology.org/operation_2403,,
Sequence Annotation,Annotate a molecular sequence record with terms from a controlled vocabulary.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0361,http://edamontology.org/operation_0361,,
Sequence Classification,Assign molecular sequence(s) to a group or category.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2995,http://edamontology.org/operation_2995,,
Sequence Cluster Visualisation,"Visualise, format or render sequence clusters.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0566,http://edamontology.org/operation_0566,,
Sequence Clustering,"Build clusters of similar sequences, typically using scores from pair-wise alignment or other comparison of the sequences.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0291,http://edamontology.org/operation_0291,,
Sequence Comparison,Compare two or more molecular sequences.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2451,http://edamontology.org/operation_2451,,
Sequence Composition Calculation,Calculate character or word composition or frequency of a molecular sequence.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0236,http://edamontology.org/operation_0236,,
Sequence Editing,"Edit or change a molecular sequence, either randomly or specifically.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0231,http://edamontology.org/operation_0231,,
Sequence File Editing,"Perform basic (non-analytical) operations on a report or file of sequences (which might include features), such as file concatenation, removal or ordering of sequences, creation of subset or a new file of sequences.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2121,http://edamontology.org/operation_2121,,
Sequence Read Processing,The processing of reads from high-throughput sequencing machines.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3921,http://edamontology.org/operation_3921,,
Sequencing Quality Control,Raw sequence data quality control.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3218,http://edamontology.org/operation_3218,,
Simulated Gene Expression Data Generation,"Simulate gene expression data, e.g. for purposes of benchmarking.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3566,http://edamontology.org/operation_3566,,
Sorting,Sort a set of files or data items according to some property.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3802,http://edamontology.org/operation_3802,,
Spectral Analysis,Analyse one or more spectra from mass spectrometry (or other) experiments.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3214,http://edamontology.org/operation_3214,,
Standardisation and Normalisation,Standardize or normalize data by some statistical method.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3435,http://edamontology.org/operation_3435,,
Statistical Calculation,"Perform a statistical data operation of some type, e.g. calibration or validation.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2238,http://edamontology.org/operation_2238,,
Statistical Inference,Analyse data in order to deduce properties of an underlying distribution or population.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3658,http://edamontology.org/operation_3658,,
Statistical Modelling,"Construction of a statistical model, or a set of assumptions around some observed data, usually by describing a set of probability distributions which approximate the distribution of data.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3664,http://edamontology.org/operation_3664,,
Structural Variation Detection,"Detect large regions in a genome subject to copy-number variation, or other structural variations in genome(s).",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3228,http://edamontology.org/operation_3228,,
Structure Analysis,Analyse known molecular tertiary structures.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2480,http://edamontology.org/operation_2480,,
Text Mining,Process and analyse text (typically scientific literature) to extract information from it.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0306,http://edamontology.org/operation_0306,,
Tissue Modelling,"Model or simulate some biological entity or system, typically using mathematical techniques including dynamical systems, statistical models, differential equations, and game theoretic models.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2426,http://edamontology.org/operation_2426,,
Validation,Validate some data.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_2428,http://edamontology.org/operation_2428,,
Variant Calling,"Detect, identify and map mutations, such as single nucleotide polymorphisms, short indels and structural variants, in multiple DNA sequences. Typically the alignment and comparison of the fluorescent traces produced by DNA sequencing hardware, to study genomic alterations.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3227,http://edamontology.org/operation_3227,,
Variant Classification,"Classify variants based on their potential effect on genes, especially functional effects on the expressed proteins.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3225,http://edamontology.org/operation_3225,,
Variant Effect Prediction,"Predict the effect of point mutation on a protein structure, in terms of structural effects and protein folding, stability and function.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0331,http://edamontology.org/operation_0331,,
Visualisation,"Visualise, plot or render (graphically) biomolecular data such as molecular sequences or structures.",,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_0337,http://edamontology.org/operation_0337,,
scRNA-Seq Analysis,Analyze data from RNA-seq experiments.,,,FALSE,,Tool Operation,,EDAM,,,EDAM:operation_3680,http://edamontology.org/operation_3680,,
Agent-Based Cell Modelling,Synonym: multi-agent model,,,FALSE,,Tool Operation,,,,,MAMO:0000024,http://purl.obolibrary.org/obo/MAMO_0000024,,
Not Applicable,,,,FALSE,,Tool Operation,,,,,,,,
