Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
MAGE-TAB,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
MAT,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
MATLAB Script,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
MSF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Map Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Mass Spectrometry Data Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Matrix Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
NIFTI Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Nexus Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Not Applicable,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
NumPy Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
OME-TIFF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Ontology Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
PDF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
PNG,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
PS,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
PSF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylip Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylip Format Variant,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylogenetic Tree Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Phylogenetic Tree Format (Text),,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Protein Interaction Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Python Script,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
R File Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
R Script,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
RDS,,,,FALSE,,Tool Format,,,,,,,,
RNA Annotation Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
RNA Secondary Structure Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
RPKM,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Raw Sequence Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
SAM,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
SBML,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
SQLite Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
SVG,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Scores Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Annotation Track Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Cluster Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Cluster Format (Protein),,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Feature Annotation Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Feature Table Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Feature Table Format (Text),,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Profile Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Range Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Record Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Trace Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Sequence Variation Annotation Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
TIFF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
TSV,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
TXT,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Tertiary Structure Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Textual Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Topology Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Trajectory Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
VCF,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
Workflow Format,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
XML,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
YAML,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
bedgraph,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
bigWig,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
cel,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
imzML Metadata File,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
mzML,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
nii,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
pkl,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
sif,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
xls,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
xlsx,,,,FALSE,,Tool Format,,EDAM,,,,,,Added by Brynn 06/30/2022
