Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Descending colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Dome of bladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Dorsal surface of tongue NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Duodenum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Endocervix,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Endocrine gland NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Endometrium,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Epididymis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Esophagus NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ethmoid sinus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Exocervix,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
External ear,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
External lip NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
External lower lip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
External upper lip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Extrahepatic bile duct,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Eye NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Eyelid,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Fallopian tube,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Female genital tract NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Floor of mouth NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Frontal lobe,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Frontal sinus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Fundus of stomach,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Fundus uteri,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Gallbladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Gastric antrum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Gastrointestinal tract NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Glans penis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Glottis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Greater curvature of stomach NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Gum NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Hard palate,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Head of pancreas,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Head face or neck NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Heart,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Hematopoietic system NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Hepatic flexure of colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Hypopharyngeal aspect of aryepiglottic fold,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Hypopharynx NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ileum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ill-defined sites within respiratory system,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Intestinal tract NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Intra-abdominal lymph nodes,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Intrahepatic bile duct,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Intrathoracic lymph nodes,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Islets of Langerhans,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Isthmus uteri,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Jejunum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Kidney NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Labium majus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Labium minus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lacrimal gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Laryngeal cartilage,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Larynx NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lateral floor of mouth,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lateral wall of bladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lateral wall of nasopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lateral wall of oropharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lesser curvature of stomach NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lingual tonsil,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lip NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Liver,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Long bones of lower limb and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Long bones of upper limb scapula and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower gum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower limb NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower lobe lung,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower third of esophagus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower-inner quadrant of breast,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lower-outer quadrant of breast,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lung NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lymph node NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lymph nodes of axilla or arm,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lymph nodes of head face and neck,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lymph nodes of inguinal region or leg,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Lymph nodes of multiple regions,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Main bronchus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Major salivary gland NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Male genital organs NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mandible,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Maxillary sinus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Meckel diverticulum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mediastinum NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Medulla of adrenal gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Meninges NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Middle ear,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Middle lobe lung,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Middle third of esophagus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mouth NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mucosa of lip NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mucosa of lower lip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Mucosa of upper lip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Myometrium,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Nasal cavity,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Nasopharynx NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Nervous system NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Nipple,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Occipital lobe,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Olfactory nerve,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Optic nerve,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Orbit NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Oropharynx NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Other ill-defined sites,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Other specified parts of female genital organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Other specified parts of male genital organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Other specified parts of pancreas,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ovary,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of accessory sinuses,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of bladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of bones joints and articular cartilage,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of bones joints and articular cartilage of limbs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of brain,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of brain and central nervous system,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of breast,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of cervix uteri,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of connective subcutaneous and other soft tissues,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of corpus uteri,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of digestive system,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of endocrine glands and related structures,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of esophagus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of eye and adnexa,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of female genital organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of floor of mouth,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of heart mediastinum and pleura,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of hypopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of ill-defined sites,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of larynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of lip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of lip oral cavity and pharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of lung,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of major salivary glands,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of male genital organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of nasopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of other and unspecified parts of mouth,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of palate,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of pancreas,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of penis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of peripheral nerves and autonomic nervous system,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of rectum anus and anal canal,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of respiratory system and intrathoracic organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of retroperitoneum and peritoneum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of skin,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of small intestine,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of stomach,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of tongue,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of tonsil,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of urinary organs,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of vulva,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesions of oropharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Palate NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pancreas NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pancreatic duct,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Parametrium,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Paraspinal,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Parathyroid gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Paraurethral gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Parietal lobe,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Parotid gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pelvic bones sacrum coccyx and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pelvic lymph nodes,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pelvis NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Penis NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of abdomen,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of head face and neck,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of lower limb and hip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of pelvis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of thorax,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of trunk NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peripheral nerves and autonomic nervous system of upper limb and shoulder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Peritoneum NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pharynx NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pineal gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pituitary gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Placenta,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pleura NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Postcricoid region,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Posterior mediastinum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Posterior wall of bladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Posterior wall of hypopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Posterior wall of nasopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Posterior wall of oropharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Prepuce,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Prostate gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pylorus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Pyriform sinus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Rectosigmoid junction,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Rectum NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Renal pelvis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Reticuloendothelial system NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Retina,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Retromolar area,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Retroperitoneum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Rib sternum clavicle and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Round ligament,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Scrotum NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Short bones of lower limb and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Short bones of upper limb and associated joints,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Sigmoid colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of lip NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of lower limb and hip,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of other and unspecified parts of face,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of scalp and neck,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of trunk,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin of upper limb and shoulder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Skin NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Small intestine NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Soft palate NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Specified parts of peritoneum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Spermatic cord,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Sphenoid sinus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Spinal cord,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Spinal meninges,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Spleen,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Splenic flexure of colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Stomach NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Subglottis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Sublingual gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Submandibular gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Superior wall of nasopharynx,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Supraglottis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Tail of pancreas,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Temporal lobe,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Testis NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Thoracic esophagus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Thorax NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Thymus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Thyroid gland,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Tongue NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Tonsil NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Tonsillar fossa,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Tonsillar pillar,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Trachea,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Transverse colon,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Trigone of bladder,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Undescended testis,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
unknown primary site,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper gum,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper limb NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper lobe lung,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper respiratory tract NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper third of esophagus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper-inner quadrant of breast,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Upper-outer quadrant of breast,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Urachus,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ureter,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ureteric orifice,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Urethra,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Urinary system NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Uterine adnexa,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Uterus NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Uvula,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Vagina NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Vallecula,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ventral surface of tongue NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Ventricle NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Vertebral column,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Vestibule of mouth,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Vulva NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Waldeyer ring,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Biliary tract NOS,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Cheek mucosa,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Clitoris,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Overlapping lesion of biliary tract,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
unknown,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
Not Reported,,,,FALSE,,Tissue or Organ of Origin,,,,,,,,
