Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Mucoepidermoid Neoplasms,"Neoplasms morphologically characterized by the presence of cuboidal mucous cells, goblet-like mucous cells, squamoid cells, cystic changes, and a fibrotic stromal formation; they can occur in several anatomic sites, including the parotid gland, oral cavity, paranasal sinus, skin, breast, lung, larynx, and lacrimal ducts.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3772,http://purl.obolibrary.org/obo/NCIT_C3772,C3772,
Myelodysplastic Syndromes,"A heterogeneous group of clonal hematopoietic stem cell disorders characterized by ineffective blood cell production, peripheral blood cytopenias, and risk of progression to acute myeloid leukemia.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3247,http://purl.obolibrary.org/obo/NCIT_C3247,C3247,
Myomatous Neoplasms,"A neoplasm arising from or exhibiting differentiation toward muscle tissue, encompassing tumors of smooth, skeletal, or cardiac muscle.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C214799,http://purl.obolibrary.org/obo/NCIT_C214799,C214799,
Myxomatous Neoplasms,"An ICD-O-3 morphology category comprising benign and malignant neoplasms characterized by an abundant myxoid (mucin-rich) stroma, such as myxoma and myxosarcoma.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C6577,http://purl.obolibrary.org/obo/NCIT_C6577,C6577,
Neoplasms; NOS,An abnormal tissue growth resulting from uncontrolled and progressive cell proliferation; may be benign or malignant.,,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3262,http://purl.obolibrary.org/obo/NCIT_C3262,C3262,
Nerve Sheath Tumors,"A benign or malignant neoplasm arising from the perineural cells in the sheaths surrounding the nerves. Representative examples include neurofibroma, schwannoma, and malignant peripheral nerve sheath tumor.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C4972,http://purl.obolibrary.org/obo/NCIT_C4972,C4972,
Neuroepitheliomatous Neoplasms,"A neoplasm of the nervous system that arises from the neuroepithelial tissues. Representative examples include astrocytic tumors, oligodendroglial tumors, ependymal tumors, and primitive neuroectodermal tumors.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3787,http://purl.obolibrary.org/obo/NCIT_C3787,C3787,
Nevi and Melanomas,"A neoplasm arising from melanocytes, the pigment-producing cells found primarily in the skin and eye; includes both benign lesions (nevi) and malignant melanomas.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C7058,http://purl.obolibrary.org/obo/NCIT_C7058,C7058,
Not Applicable,Determination of a value is not relevant in the current context.,,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C48660,http://purl.obolibrary.org/obo/NCIT_C48660,C48660,
Not Otherwise Specified,A term used to indicate that a specific type or category is not more precisely described or classified.,,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C19594,http://purl.obolibrary.org/obo/NCIT_C19594,C19594,
Not Reported,Not provided or available at the time of data submission.,,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C43234,http://purl.obolibrary.org/obo/NCIT_C43234,C43234,
Odontogenic Tumors,"A neoplasm arising from tissues involved in tooth formation, including enamel organ, dental papilla, and dental follicle, most commonly arising in the jaw.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3286,http://purl.obolibrary.org/obo/NCIT_C3286,C3286,
Osseous and Chondromatous Neoplasms,"An ICD-O-3 morphology category comprising neoplasms of bone (osseous) and cartilage (chondromatous) origin, such as osteoma, osteosarcoma, chondroma, and chondrosarcoma.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,SNOMED:115237006,http://snomed.info/id/115237006,,
Paragangliomas and Glomus Tumors,"A neoplasm arising from paraganglia, specialized clusters of neuroendocrine cells that are part of the autonomic nervous system, located at various sites outside the adrenal medulla.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3308,http://purl.obolibrary.org/obo/NCIT_C3308,C3308,
Plasma Cell Neoplasm,"A neoplasm characterized by the clonal proliferation of plasma cells, the antibody-secreting terminally differentiated B-cells.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C4665,http://purl.obolibrary.org/obo/NCIT_C4665,C4665,
Soft Tissue Tumors and Sarcomas; NOS,"A neoplasm arising from the non-epithelial, non-osseous supporting tissues of the body, including fat, fibrous tissue, muscle, peripheral nerves, and blood and lymph vessels.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3377,http://purl.obolibrary.org/obo/NCIT_C3377,C3377,
Squamous Cell Neoplasms,"A neoplasm arising from or exhibiting the features of squamous epithelium, ranging from benign squamous papillomas to squamous cell carcinomas.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C3792,http://purl.obolibrary.org/obo/NCIT_C3792,C3792,
Synovial-like Neoplasms,"A neoplasm arising from the synovial tissue lining joint cavities, tendon sheaths, and bursae.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C8964,http://purl.obolibrary.org/obo/NCIT_C8964,C8964,
Thymic Epithelial Neoplasms,"A neoplasm arising from the epithelial cells of the thymus gland, spanning a spectrum from thymoma to thymic carcinoma.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C6450,http://purl.obolibrary.org/obo/NCIT_C6450,C6450,
Transitional Cell Papillomas and Carcinomas,"An ICD-O-3 morphology category comprising benign transitional cell papillomas and malignant transitional cell (urothelial) carcinomas, which typically arise from the transitional epithelium lining the urinary tract.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,UMLS:C1384509,http://purl.obolibrary.org/obo/UMLS_C1384509,,
Trophoblastic neoplasms,"A group of pregnancy-related proliferative disorders including non-neoplastic conditions and trophoblastic neoplasms such as invasive hydatidiform mole, gestational choriocarcinoma, and epithelioid trophoblastic tumor.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C180633,http://purl.obolibrary.org/obo/NCIT_C180633,C180633,
Unknown,"Not known, observed, recorded, or reported as unknown by the data contributor.",,,FALSE,,Disease Type,,CDS v5.0.4/Diagnosis-disease_type,,,NCIT:C17998,http://purl.obolibrary.org/obo/NCIT_C17998,C17998,
