Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Allogeneic Irradiated Melanoma Cell Vaccine CSF470,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Large Multivalent Immunogen Melanoma Vaccine LP2307,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Melanoma Vaccine AGI-101H,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Natural Killer Cell Line MG4101,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Natural Killer Cell Line NK-92,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Plasmacytoid Dendritic Cells Expressing Lung Tumor Antigens PDC*lung01,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Renal Cell Carcinoma Vaccine MGN1601,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allogeneic Third-party Suicide Gene-transduced Anti-HLA-DPB1*0401 CD4+ T-cells CTL 19,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allosteric ErbB Inhibitor BDTX-189,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Allovectin-7,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Almurtide,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alobresib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alofanib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpelisib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha Galactosylceramide,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha V Beta 1 Inhibitor ATN-161,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha V Beta 8 Antagonist PF-06940434,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
alpha-Folate Receptor-targeting Thymidylate Synthase Inhibitor ONX-0801,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha-Gal AGI-134,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha-lactalbumin-derived Synthetic Peptide-lipid Complex Alpha1H,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha-Thioguanine Deoxyriboside,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alpha-tocopheryloxyacetic Acid,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alsevalimab,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Altiratinib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Altretamine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alvespimycin,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alvespimycin Hydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alvocidib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alvocidib Hydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Alvocidib Prodrug TP-1287,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amatuximab,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ambamustine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ambazone,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amblyomin-X,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amcasertib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ametantrone,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amifostine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amino Acid Injection,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Aminocamptothecin,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Aminocamptothecin Colloidal Dispersion,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Aminoflavone Prodrug AFP464,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Aminopterin,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Aminopterin Sodium,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amivantamab,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amolimogene Bepiplasmid,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amonafide L-Malate,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amrubicin,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amrubicin Hydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amsacrine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amsacrine Lactate,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amsilarotene,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amustaline,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amustaline Dihydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amuvatinib,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Amuvatinib Hydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Anakinra,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Anastrozole,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Anaxirone,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ancitabine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ancitabine Hydrochloride,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Andecaliximab,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Antagonist APC-100,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antagonist BAY 1161116,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antagonist SHR3680,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antagonist TAS3681,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antagonist TRC253,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antisense Oligonucleotide AZD5312,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Antisense Oligonucleotide EZN-4176,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Degrader ARV-110,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Degrader CC-94676,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Downregulator AZD3514,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Inhibitor EPI-7386,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor Ligand-binding Domain-encoding Plasmid DNA Vaccine MVI-118,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androgen Receptor/Glucocorticoid Receptor Antagonist CB-03-10,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Andrographolide,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Androstane Steroid HE3235,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Anetumab Ravtansine,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Ang2/VEGF-Binding Peptides-Antibody Fusion Protein CVX-241,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Angiogenesis Inhibitor GT-111,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
Angiogenesis Inhibitor JI-101,,,,FALSE,,Therapeutic Agent,,CDS Imaging V1.0,,,,,,
