Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
B Acute Lymphoblastic Leukemia,"The most frequent type of acute lymphoblastic leukemia.  Approximately 75% of cases occur in children under six years of age.  This is a good prognosis leukemia.  In the pediatric age group the complete remission rate is approximately 95% and the disease free survival rate is 70%.  Approximately 80% of children appear to be cured.  In the adult age group the complete remission rate is 60-85%.  (WHO, 2001)",,,FALSE,,Tumor Type,,ICD-O-3,,"B-Cell Acute Lymphocytic Leukemia, Acute B Cell Lymphocytic Leukemia, B-Cell Precursor Type Acute Leukemia, B-Cell Acute Lymphoblastic Leukemia, B-Cell Lymphoblastic Leukemia, B-cell acute lymphoblastic leukemia, B-Cell ALL, B Cell Acute Lymphocytic Leukemia, B-cell acute lymphocytic leukemia, Acute B-Cell Lymphocytic Leukemia, B Cell Precursor Type Acute Leukemia, Precursor B-Lymphoblastic Leukemia, B-ALL, B-Acute Lymphoblastic Leukemia, B-Cell Type Acute Leukemia, Precursor B-lymphoblastic leukemia (B-precursor ALL), precursor B-lymphoblastic leukemia, B-precursor ALL",NCIT:C8644,http://purl.obolibrary.org/obo/NCIT_C8644,C8644,
B-Cell Non-Hodgkin Lymphoma,"The most common type of non-Hodgkin lymphoma.  It includes the most frequently seen morphologic variants which are: diffuse large B-cell lymphoma, follicular lymphoma, small lymphocytic lymphoma and marginal zone B-cell lymphoma.",,,FALSE,,Tumor Type,,,,"B-Cell Non Hodgkin's Lymphoma, Lymphomas Non-Hodgkin's B-Cell, Non-Hodgkin's B-Cell Lymphoma, B-Cell Non-Hodgkin's Lymphoma, B-cell lymphoma, Non-Hodgkin's Lymphoma B-Cell",NCIT:C3457,http://purl.obolibrary.org/obo/NCIT_C3457,C3457,
Barrett Esophagus,Esophageal lesion lined with columnar metaplastic epithelium which is flat or villiform. Barrett epithelium is characterized by two different types of cells: goblet cells and columnar cells. The symptomatology of Barrett esophagus is that of gastro-esophageal reflux. It is the precursor of most esophageal adenocarcinomas.  (WHO),,,FALSE,,Tumor Type,,,,"BE, CLE, Barrett's esophagus, CELLO, Columnar-Lined Esophagus, Columnar Epithelial-Lined Lower Esophagus, Barrett's Esophagus",NCIT:C2891,http://purl.obolibrary.org/obo/NCIT_C2891,C2891,
Basal Cell Neoplasm,"A neoplastic proliferation of basal cells in the epidermis (part of the skin) or other anatomic sites (most frequently the salivary glands).  The basal cell neoplastic proliferation in the epidermis results in basal cell carcinomas.  The basal cell neoplastic proliferation in the salivary glands can be benign, resulting in basal cell adenomas or malignant, resulting in basal cell adenocarcinomas.",,,FALSE,,Tumor Type,,ICD-O-3,,"Basal cell tumor, Basal Cell Tumor, Basal Cell Neoplasms",NCIT:C3784,http://purl.obolibrary.org/obo/NCIT_C3784,C3784,
Basal-Like Breast Carcinoma,"A biologic subset of breast carcinoma defined by high expression of genes characteristic of basal epithelial cells, including KRT5 and KRT17, annexin 8, CX3CL1, and TRIM29, and usually by lack of expression of the estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor 2 (HER2). It is the most common subtype of breast cancer associated with BRCA1 mutations, and is associated with a poor prognosis.",,,FALSE,,Tumor Type,,,,"Basal-Like Breast Cancer, Basal-Like Subtype of Breast Carcinoma",NCIT:C53558,http://purl.obolibrary.org/obo/NCIT_C53558,C53558,
Biliary Tract Carcinoma,"A carcinoma arising from the intrahepatic bile ducts, hepatic ducts, common bile duct, cystic duct, or gallbladder.",,,FALSE,,Tumor Type,,NCIt,,,NCIT:C156781,http://purl.obolibrary.org/obo/NCIT_C156781,C156781,Added by Brynn 03-13-2022
Bladder Carcinoma,"Cancer that forms in tissues of the bladder (the organ that stores urine). Most bladder cancers are transitional cell carcinomas (cancer that begins in cells that normally make up the inner lining of the bladder). Other types include squamous cell carcinoma (cancer that begins in thin, flat cells) and adenocarcinoma (cancer that begins in cells that make and release mucus and other fluids). The cells that form squamous cell carcinoma and adenocarcinoma develop in the inner lining of the bladder as a result of chronic irritation and inflammation.",,,FALSE,,Tumor Type,,,,"Cancer of Bladder, Cancer of the Bladder, Carcinoma of Urinary Bladder, Carcinoma in situ of Bladder, Carcinoma of Bladder, Cancer of Urinary Bladder, Bladder Cancer, Urinary Bladder Cancer, Urinary Bladder Carcinoma, Carcinoma of the Bladder, bladder cancer, Carcinoma In Situ of Bladder, Carcinoma of the Urinary Bladder, Cancer of the Urinary Bladder",NCIT:C4912,http://purl.obolibrary.org/obo/NCIT_C4912,C4912,
Bladder Neoplasm,"A benign or malignant, primary or metastatic neoplasm of the bladder.",,,FALSE,,Tumor Type,,,,"Bladder Tumors, Urinary Bladder Neoplasm, Urinary Bladder Tumors, Tumor of Urinary Bladder, Neoplasm of the Bladder, Tumor of Bladder, Neoplasm of Bladder, Tumor of the Urinary Bladder, Tumor of the Bladder, Urinary Bladder Tumor, Neoplasm of the Urinary Bladder, Neoplasm of Urinary Bladder, Urinary Bladder Neoplasms, Bladder Tumor",NCIT:C2901,http://purl.obolibrary.org/obo/NCIT_C2901,C2901,
Bone Neoplasm,"A benign, intermediate, or malignant neoplasm involving the bone or articular cartilage.",,,FALSE,,Tumor Type,,,,"Osseous Neoplasm, Bone Tumor, Osseous Tumor, Bone Neoplasms, Bone Tumors, Tumor of the Bone, Neoplasm of the Bone, Tumor of Bone, Neoplasm of Bone",NCIT:C9343,http://purl.obolibrary.org/obo/NCIT_C9343,C9343,
Brain Neoplasm,The growth of abnormal cells in the tissues of the brain. Brain tumors can be benign (not cancer) or malignant (cancer).,,,FALSE,,Tumor Type,,,,"Neoplasm of Brain, Tumor of Brain, Brain Neoplasms, Tumor of the Brain, brain tumor, Neoplasm of the Brain, Brain Tumor",NCIT:C2907,http://purl.obolibrary.org/obo/NCIT_C2907,C2907,
Breast Adenocarcinoma,"The most common histologic type of breast carcinoma.  Representative examples include invasive ductal carcinoma not otherwise specified, ductal carcinoma in situ, inflammatory carcinoma, secretory carcinoma, signet ring cell carcinoma, tubular carcinoma, invasive lobular carcinoma, and lobular carcinoma in situ.",,,FALSE,,Tumor Type,,,,"Mammary adenocarcinoma, Adenocarcinoma of the Breast, Adenocarcinoma of Breast",NCIT:C5214,http://purl.obolibrary.org/obo/NCIT_C5214,C5214,
Breast Carcinoma,"Cancer that forms in tissues of the breast, usually the ducts (tubes that carry milk to the nipple) and lobules (glands that make milk). It occurs in both men and women, although male breast cancer is rare.",,,FALSE,,Tumor Type,,,,"Carcinoma in situ of Breast, Carcinoma of Breast, Carcinoma in situ of breast, Carcinoma of the Breast, Mammary Carcinoma, Cancer of the Breast, Carcinoma In Situ of Breast, Breast Invasive Carcinoma, Cancer of Breast, breast cancer, Breast Cancer",NCIT:C4872,http://purl.obolibrary.org/obo/NCIT_C4872,C4872,
Breast Neoplasm,"A benign or malignant neoplasm of the breast parenchyma. It can originate from the ducts, lobules or the breast adipose tissue. Breast neoplasms are much more common in females than males.",,,FALSE,,Tumor Type,,,,"Breast Tumor, Tumor of Breast, Neoplasm of Breast, Neoplasm of the Breast, Tumor of the Breast",NCIT:C2910,http://purl.obolibrary.org/obo/NCIT_C2910,C2910,
Carcinoma,Cancer that begins in the skin or in tissues that line or cover internal organs.,,,FALSE,,Tumor Type,,ICD-O-3,,"Other Carcinoma, Malignant Epithelioma, Malignant Epithelial Neoplasm, epithelial carcinoma, Malignant Epithelial Tumor, Epithelial Carcinoma, Epithelioma Malignant",NCIT:C2916,http://purl.obolibrary.org/obo/NCIT_C2916,C2916,
Carcinoma In Situ,A malignant epithelial neoplasm which is confined to the epithelial layer without evidence of further tissue invasion.,,,FALSE,,Tumor Type,,,,,NCIT:C2917,http://purl.obolibrary.org/obo/NCIT_C2917,C2917,
Castration-Resistant Prostate Carcinoma,Prostate carcinoma that grows and continues to spread despite the surgical removal of the testes or medical intervention to block androgen production.,,,FALSE,,Tumor Type,,,,"Castration-Resistant Prostate Cancer, CRPC, Metastatic Castration-Resistant Prostate Carcinoma",NCIT:C130234,http://purl.obolibrary.org/obo/NCIT_C130234,C130234,Added by Brynn 09/22/2022
Cellular Schwannoma,"A morphologic variant of schwannoma characterized by hypercellularity, Antoni A pattern, and the absence of well-formed Verocay bodies.",,,FALSE,,Tumor Type,,,,"Cellular Neurilemmoma, Cellular Neurinoma",NCIT:C4724,http://purl.obolibrary.org/obo/NCIT_C4724,C4724,
Central Nervous System Cavernous Hemangioma,A cavernous hemangioma arising from the central nervous system.,,,FALSE,,Tumor Type,,,,,NCIT:C84621,http://purl.obolibrary.org/obo/NCIT_C84621,C84621,
Central Nervous System Neoplasm,"A tumor of the central nervous system, including brain stem glioma, craniopharyngioma, medulloblastoma, and meningioma.",,,FALSE,,Tumor Type,,,,"CNS Tumor, Brain/Spinal Cord Tumor, Tumor of the Central Nervous System, Tumor of the CNS, Tumor of Central Nervous System, CNS Neoplasm, Neoplasm of Central Nervous System, Neoplasm of CNS, Neoplasm of the Central Nervous System, Tumor of CNS, central nervous system tumor, Central Nervous System Tumor, CNS tumor",NCIT:C9293,http://purl.obolibrary.org/obo/NCIT_C9293,C9293,
Cerebellar Neoplasm,A benign or malignant (primary or metastatic) tumor involving the cerebellum.,,,FALSE,,Tumor Type,,,,"Tumor of Cerebellum, Cerebellar Tumor, Neoplasm of Cerebellum, Tumor of the Cerebellum, Neoplasm of the Cerebellum",NCIT:C2935,http://purl.obolibrary.org/obo/NCIT_C2935,C2935,
Cervical Carcinoma,Cancer that forms in tissues of the cervix (the organ connecting the uterus and vagina). It is usually a slow-growing cancer that may not have symptoms but can be found with regular Pap tests (a procedure in which cells are scraped from the cervix and looked at under a microscope). Cervical cancer is almost always caused by human papillomavirus (HPV) infection.,,,FALSE,,Tumor Type,,,,"cervical cancer, Cervical Cancer, Carcinoma of the Cervix, Cervix Uteri Carcinoma, Cervical Cancer (all types), Cervix Carcinoma, Cancer of the Uterine Cervix, Uterine Cervix Cancer, Carcinoma of Uterine Cervix, Uterine Cervix Carcinoma, Cancer of the Cervix, Carcinoma of Cervix, Cancer of Uterine Cervix, Carcinoma of Cervix Uteri, Carcinoma of the Cervix Uteri, Carcinoma of the Uterine Cervix, Carcinoma In Situ of Cervix Uteri, Cervix Cancer, Carcinoma in situ of Cervix Uteri, Cancer of Cervix",NCIT:C9039,http://purl.obolibrary.org/obo/NCIT_C9039,C9039,
Cervical Neoplasm,"A benign, malignant, or precancerous neoplasm that affects the cervix.",,,FALSE,,Tumor Type,,,,"Neoplasm of the Cervix Uteri, Uterine Cervix Tumor, Tumor of the Cervix, Tumor of the Uterine Cervix, Tumor of Cervix Uteri, Cervix Tumor, Neoplasm of the Uterine Cervix, Cervix Neoplasm, Neoplasm of Cervix, Neoplasm of Cervix Uteri, Cervix Uteri Tumor, Neoplasm of the Cervix, Cervix Uteri Neoplasm, Uterine Cervix Neoplasm, Tumor of the Cervix Uteri, Neoplasm of Uterine Cervix, Uterine Cervical Neoplasm, Tumor of Uterine Cervix, Tumor of Cervix, Cervical Tumor",NCIT:C2940,http://purl.obolibrary.org/obo/NCIT_C2940,C2940,
Cervical Small Cell Carcinoma,A small cell neuroendocrine carcinoma arising from the cervix.,,,FALSE,,Tumor Type,,,,"Small Cell Carcinoma of the Cervix Uteri, Small Cell Carcinoma of the Uterine Cervix, Cervical Small Cell Neuroendocrine Carcinoma, Small Cell Carcinoma of Uterine Cervix, Uterine Cervix Small Cell Carcinoma, Small Cell Carcinoma of Cervix Uteri, Cervix Small Cell Carcinoma, Small Cell Carcinoma of Cervix, Cervical Small Cell Cancer, Small Cell Carcinoma of the Cervix, Cervix Uteri Small Cell Carcinoma",NCIT:C7982,http://purl.obolibrary.org/obo/NCIT_C7982,C7982,
Cholangiocarcinoma,A rare type of cancer that develops in cells that line the bile ducts in the liver. Cancer that forms where the right and left ducts meet is called Klatskin tumor.,,,FALSE,,Tumor Type,,ICD-O-3,,"Cholangiocar.- intra/extrahepatic, Cholangiocarcinoma, intrahepatic and extrahepatic bile ducts (adenocarcinoma), Cholangiocellular Carcinoma, Intrahepatic Bile Duct Cancer (Cholangiocarcinoma), cholangiosarcoma, CC",NCIT:C4436,http://purl.obolibrary.org/obo/NCIT_C4436,C4436,
Chondroblastoma,"A benign, chondroid-producing, well-circumscribed, lytic neoplasm usually arising from the epiphysis of long bones.  It is characterized by the presence of chondroblasts, osteoclast-like giant cells, chondroid formation, calcification, and mitotic activity. In aggressive cases, there is rearrangement of the 8q21 chromosome band.  It occurs most frequently in children and young adults and rarely metastasizes.",,,FALSE,,Tumor Type,,ICD-O,,,NCIT:C2945,http://purl.obolibrary.org/obo/NCIT_C2945,C2945,"Used ICD-O for term identifier, but definition taken from NCIt."
Choriocarcinoma,An aggressive malignant tumor arising from trophoblastic cells. The vast majority of cases arise in the uterus and represent gestational choriocarcinomas that derive from placental trophoblastic cells. Approximately half of the cases develop from a complete hydatidiform mole. A minority of cases arise in the testis or the ovaries. There is often marked elevation of human chorionic gonadotropin (hCG) in the blood. Choriocarcinomas disseminate rapidly through the hematogenous route; the lungs are most frequently affected.,,,FALSE,,Tumor Type,,ICD-O-3,,"chorioblastoma, Chorioepithelioma, chorioepithelioma, chorionic carcinoma",NCIT:C2948,http://purl.obolibrary.org/obo/NCIT_C2948,C2948,"From ICD-O-3, definition from NCIt"
Chronic Lymphocytic Leukemia,"The most common type of chronic lymphoid leukemia.  It comprises 90% of chronic lymphoid leukemias in the United States.  Morphologically, the neoplastic cells are small, round B-lymphocytes.  This type of leukemia is not considered to be curable with available therapy. (WHO, 2001)",,,FALSE,,Tumor Type,,ICD-O-3,,"B-Cell Chronic Lymphocytic Leukemia, B-Cell Chronic Lymphoid Leukemia, Chronic lymphatic leukemia, B Cell Chronic Lymphocytic Leukemia, CLL, B Cell Lymphocytic Leukemia, Chronic Lymphocytic Leukemia (CLL), B Cell CLL, Chronic B-Cell Lymphocytic Leukemia, B-Cell CLL, B-Cell Lymphocytic Leukemia, BCLL, Hematopoeitic - Chronic Lymphocytic Leukemia (CLL)",NCIT:C3163,http://purl.obolibrary.org/obo/NCIT_C3163,C3163,
Chronic Myeloid Leukemia,"A chronic myeloproliferative neoplasm characterized by the expression of the BCR-ABL1 fusion gene. It presents with neutrophilic leukocytosis. It can appear at any age, but it mostly affects middle aged and older individuals. Patients usually present with fatigue, weight loss, anemia, night sweats, and splenomegaly.",,,FALSE,,Tumor Type,,ICD-O-3,,,NCIT:C3174,http://purl.obolibrary.org/obo/NCIT_C3174,C3174,
Clear Cell Renal Cell Carcinoma,The most common type of kidney cancer. It begins in the lining of the renal tubules in the kidney. The renal tubules filter the blood and produce urine.,,,FALSE,,Tumor Type,,,,"Clear Cell Adenocarcinoma of Kidney, hypernephroma, RCC, clear cell adenocarcinoma, CCRCC, Clear Cell Adenocarcinoma, Kidney, Clear Cell Carcinoma of Kidney, Conventional (Clear Cell) Renal Cell Carcinoma, Conventional Renal Cell Carcinoma, Renal cell carcinoma, clear cell adenocarcinoma, Conventional (Clear Cell) Renal Cell Adenocarcinoma, Hypernephroid tumor, Grawitz Tumor, Clear Cell Adenocarcinoma of the Kidney, Renal Clear Cell Carcinoma, Grawitz tumor, Clear Cell Renal Cell Cancer, Kidney Clear Cell Adenocarcinoma, Clear Cell Carcinoma of the Kidney, Renal Clear Cell Adenocarcinoma, Hypernephroma, Kidney Clear Cell Carcinoma",NCIT:C4033,http://purl.obolibrary.org/obo/NCIT_C4033,C4033,Added by Brynn 11/15/2022
Colon Adenocarcinoma,"An adenocarcinoma arising from the colon.  It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease.  Signs and symptoms include intestinal bleeding, anemia, and change in bowel habits.  According to the degree of cellular differentiation, colonic adenocarcinomas are divided into well, moderately, and poorly differentiated.  Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",,,FALSE,,Tumor Type,,,,"Adenocarcinoma of the Colon, Adenocarcinoma of the colon, Adenocarcinoma - colon, Adenocarcinoma of Colon, Colonic Adenocarcinoma",NCIT:C4349,http://purl.obolibrary.org/obo/NCIT_C4349,C4349,
Colon Carcinoma,Cancer that forms in the tissues of the colon (the longest part of the large intestine). Most colon cancers are adenocarcinomas (cancers that begin in cells that make and release mucus and other fluids).,,,FALSE,,Tumor Type,,,,"Colonic Carcinoma, Carcinoma In Situ of Colon, Carcinoma in situ of Colon, Carcinoma of the Colon, colon cancer, Carcinoma of Colon, Colon Cancer",NCIT:C4910,http://purl.obolibrary.org/obo/NCIT_C4910,C4910,
Colorectal Adenocarcinoma,"The most common type of colorectal carcinoma.  It is characterized by the presence of malignant glandular epithelial cells invading through the muscularis mucosa into the submucosa.  Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",,,FALSE,,Tumor Type,,,,"Large Intestine Adenocarcinoma, Large Bowel Adenocarcinoma, Adenocarcinoma of Large Intestine, Adenocarcinoma of the Large Bowel, Adenocarcinoma of the Large Intestine, Colorectal (Colon or Rectal) Adenocarcinoma, Adenocarcinoma of Large Bowel",NCIT:C5105,http://purl.obolibrary.org/obo/NCIT_C5105,C5105,
Colorectal Adenoma,"An adenoma that arises from the colon or rectum.  The group of colorectal adenomas includes tubular, villous, and tubulovillous adenomas, traditional serrated adenomas, sessile serrated adenomas/polyps, and familial adenomatous polyposis.",,,FALSE,,Tumor Type,,,,"Adenoma of Large Bowel, Large Bowel Adenoma, Adenoma of Large Intestine, Large Intestine Adenoma, Adenoma of the Large Intestine, Adenoma of the Large Bowel",NCIT:C5673,http://purl.obolibrary.org/obo/NCIT_C5673,C5673,
Colorectal Carcinoma,Cancer that develops in the colon (the longest part of the large intestine) and/or the rectum (the last several inches of the large intestine before the anus).,,,FALSE,,Tumor Type,,,,"Cancer of Large Intestine, Colorectal Cancer, Carcinoma of Large Intestine, Cancer of Large Bowel, colorectal cancer, Colorectal (Colon or Rectal) Cancer, CRC, Large Bowel Cancer, Large Intestine Cancer, Carcinoma of the Large Bowel, Large Intestine Carcinoma, Large Bowel Carcinoma, Cancer of the Large Bowel, Cancer of the Large Intestine, Carcinoma of Large Bowel, Carcinoma of the Large Intestine",NCIT:C2955,http://purl.obolibrary.org/obo/NCIT_C2955,C2955,
Colorectal Neoplasm,"A benign or malignant neoplasm that affects the colon or rectum.  Representative examples of benign neoplasms include lipoma and leiomyoma.  Representative examples of malignant neoplasms include carcinoma, lymphoma, and sarcoma.  Colorectal adenomas always exhibit epithelial dysplasia and are considered premalignant neoplasms.",,,FALSE,,Tumor Type,,,,"Large Bowel Tumor, Tumor of Large Bowel, Large Intestinal Neoplasm, Neoplasm of Large Bowel, Colorectal Tumor, Large Intestine Tumor, Large Bowel Neoplasm, Neoplasm of the Large Bowel, Tumor of the Large Bowel, Large Intestine Neoplasm",NCIT:C2956,http://purl.obolibrary.org/obo/NCIT_C2956,C2956,
Combined Hepatocellular Carcinoma and Cholangiocarcinoma,A rare tumor containing unequivocal elements of both hepatocellular and cholangiocarcinoma that are intimately admixed.  This tumor should be distinguished from separate hepatocellular carcinoma and cholangiocarcinoma arising in the same liver.  The prognosis of this tumor is poor.,,,FALSE,,Tumor Type,,ICDO3,,"Carcinoma of the Liver and Intrahepatic Biliary Tract, Hepatocholangiocarcinoma, Carcinoma of Liver and Intrahepatic Biliary Tract, Combined Hepatocellular Cancer and Intrahepatic Bile Duct Cancer (Cholangiocarcinoma), Liver and Intrahepatic Biliary Tract Carcinoma, Mixed Hepatocellular Cholangiocarcinoma, cHCC-CCA, Cholangiohepatoma",NCIT:C3828,http://purl.obolibrary.org/obo/NCIT_C3828,C3828,
Craniopharyngioma,"A histologically benign, but locally destructive, partly cystic, epithelial tumor of the sellar region, derived from Rathke pouch epithelium.",,,FALSE,,Tumor Type,,ICD-O-3,,"Rathke Pouch Neoplasm, Rathke's Pouch Tumor, Cystoma, Craniopharyngioma (WHO Grade 1), Rathke's Pouch Neoplasm, Craniopharyngioma (WHO Grade I), Tumor of Rathke's Pouch, Rathke pouch tumor, CRANIOPHARYNGIOMA, BENIGN, Rathke Pouch Tumor, Neoplasm of Rathke's Pouch",NCIT:C2964,http://purl.obolibrary.org/obo/NCIT_C2964,C2964,
Cutaneous T Cell Lymphoma,"Any of a group of T-cell non-Hodgkin lymphomas that begins in the skin as an itchy, red rash that can thicken or form a tumor. The most common types are mycosis fungoides and Sezary syndrome.",,,FALSE,,Tumor Type,,ICD-O-3,,"CTCL, Cutaneous T-Cell Non-Hodgkin Lymphoma, T-Cell Non-Hodgkin's Lymphoma of Skin, T-Cell Non-Hodgkin's Lymphoma of the Skin, Skin T-Cell Non-Hodgkin's Lymphoma, PCTCL, Cutaneous T-Cell Non-Hodgkin's Lymphoma, cutaneous T-cell lymphoma, Primary Cutaneous T-Cell Non-Hodgkin's Lymphoma, Primary Cutaneous T-Cell Non-Hodgkin Lymphoma",NCIT:C3467,http://purl.obolibrary.org/obo/NCIT_C3467,C3467,
