Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Aponeurosis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Appendage of the Uterus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Appendix,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Areola,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Arm Skin,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Artery,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Articular Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Aryepiglottic Fold,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Arytenoid Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ascending Colon,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Autonomic Nervous System,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Axilla,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Axillary Artery,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Axillary Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Axillary Tail of the Breast,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Back,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bartholin Gland,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Basal Ganglia,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Base of the Tongue,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Biceps,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Biceps Femoris,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bile Canaliculus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bile Duct,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Biliary Tract,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bladder,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bladder Neck,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bladder Trigone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Blood,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Blood Vessel,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Body of Stomach,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Body of the Pancreas,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Body of the Penis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bone Marrow,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bone of the Extremity,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brachial Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brachial Plexus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brachialis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brain,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brain Dura Mater,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brain Stem,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Brain Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Branchial Cleft Remnant,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Breast,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Broad Ligament,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bronchial Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bronchiole,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Bronchus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Buccal Mucosa,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Buttock,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
C1 Vertebra,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
C2 Vertebra,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Calcaneum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Calf,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cardiac Atrium,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cardiac Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Carina,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Carotid Artery,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Carotid Body,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Carpal Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Carpal Region,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cauda Equina,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cecum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Celiac Artery,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Celiac Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Central Nervous System,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Central Portion of the Breast,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebellopontine Angle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebellum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebral Cortex,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebral Hemisphere,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebral Meninges,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebral Peduncle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cerebral White Matter,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ceruminous Gland,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cervical Esophagus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cervical Gland,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cervical Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cervix Uteri,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cheek,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Chest,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Chest Wall,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Choroid,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Choroid Plexus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Choroid Plexus of the Fourth Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Choroid Plexus of the Lateral Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Choroid Plexus of the Third Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ciliary Body,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Clitoris,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Coccyx,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cochlear Nerve,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Colon,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Commissure of the Lip,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Common Bile Duct,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Concha,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Conjunctiva,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Connective Tissue,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Conus Medullaris,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Coracobrachialis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cornea,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Corneoscleral Limbus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Corpus Callosum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Corpus Striatum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Corpus Uteri,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Costal Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Costovertebral Joint,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cowper Gland,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cranial Nerve,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Craniopharyngeal Duct,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cricoid Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cul-de-sac,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cuneiform Cartilage,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Cystic Duct,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Descending Colon,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Diaphragm,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Diaphragmatic Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Dome of the Bladder,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Duct of Gartner,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ductus Santorini,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Duodenum,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Dura Mater,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ear,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ear Skin,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ectocervix,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Elbow Joint,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Elbow Skin,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Endocardium,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Endocervix,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Endocrine Gland,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Endometrial Stroma,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Endometrium,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ependyma,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Epicardium,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Epididymis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Epidural Spinal Canal Space,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Epiglottis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Epitrochlear Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Esophagus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ethmoid Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Ethmoid Sinus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Eustachian Tube,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Acoustic Meatus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Ear,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Lip,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Lower Lip,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Nose,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
External Upper Lip,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Extrahepatic Bile Duct,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Eye,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Eyebrow,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Eyelid,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Facial Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Facial Nerve,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fallopian Tube,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
False Vocal Cord,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Falx Cerebelli,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Falx Cerebri,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fascia,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Female Genitalia,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Femoral Artery,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Femoral Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Femoral Nerve,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Femur,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fibrous Tissue,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fibula,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Finger,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fingernail,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Flank,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Floor of Mouth,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Foot,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Foot Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Foot Phalanx,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Foot Skin,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Forearm,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Forehead,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fourth Ventricle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Frontal Bone,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Frontal Lobe,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Frontal Pole,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Frontal Sinus,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fundus of the Stomach,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Fundus Uteri,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gallbladder,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gastric Cardia,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gastric Lymph Node,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gastrocnemius Muscle,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gastroesophageal Junction,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gastrointestinal Tract,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gingiva,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Gland of Littre,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
Glans Penis,,,,FALSE,,Site of Origin,,CDS v5.0.4/Diagnosis-tissue_or_organ_of_origin,,,,,,
