Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
"Acute lymphoblastic leukemia; mature B-cell type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute lymphoblastic leukemia; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute lymphoblastic leukemia; precursor cell type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute lymphocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute lymphoid leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute megakaryoblastic leukaemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute mixed lineage leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute monoblastic and monocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute monoblastic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute monocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloblastic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myelocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myelofibrosis,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myelogenous leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukaemia; t(8;21)(q22;q22)",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with abnormal marrow eosinophils (includes all variants),,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with maturation,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with multilineage dysplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with mutated CEBPA,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with mutated NPM1,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with myelodysplasia-related changes,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with prior myelodysplastic syndrome,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3-MLL,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia without maturation,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myeloid leukemia without prior myelodysplastic syndrome,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; AML1(CBF-alpha)/ETO",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; CBF-beta/MYH11",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; inv(16)(p13;q22)",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; M6 type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; minimal differentiation",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; MLL",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; PML/RAR-alpha",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; t(15:17)(g22;q11-12)",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myeloid leukemia; t(16;16)(p 13;q 11)",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myelomonocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute myelomonocytic leukemia with abnormal eosinophils,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myelosclerosis; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute myloid leukemia; 11q23 abnormalities",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute non-lymphocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute panmyelosis with myelofibrosis,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute panmyelosis; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Acute progressive histiocytosis X,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute promyelocytic leukaemia; PML-RAR-alpha",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute promyelocytic leukaemia; t(15;17)(q22;q11-12)",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Acute promyelocytic leukemia; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adamantinoma of long bones,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adamantinoma; malignant",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adamantinoma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenoacanthoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenoameloblastoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoid tumor,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma admixed with neuroendocrine carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma combined with other types of carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma in a polyp; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in adenomatous polyp,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in adenomatous polyposis coli,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in multiple adenomatous polyps,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in polypoid adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma in situ in a polyp; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in situ in adenomatous polyp,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in situ in polypoid adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in situ in tubular adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in situ in tubulovillous adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in situ in villous adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma in situ; mucinous",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma in situ; non-mucinous",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma in situ; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in tubolovillous adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in tubular adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma in villous adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma of anal ducts,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma of anal glands,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma of rete ovarii,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with apocrine metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with cartilaginous and osseous metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with cartilaginous metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with mixed subtypes,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with neuroendocrine differentiation,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with osseous metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with spindle cell metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocarcinoma with squamous metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; cribriform comedo-type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; cylindroid",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; diffuse type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; endocervical type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; intestinal type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; metastatic; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenocarcinoma; pancreatobiliary type",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenocystic carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenofibroma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenoid basal carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenoid cystic carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenolipoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenolymphoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenoma of nipple,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenoma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenomatoid odontogenic tumor,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenomatoid tumor; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenomatosis; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adenomatous polyp; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenomatous polyposis coli,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenomyoepithelioma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenomyoepithelioma with carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenomyoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenosarcoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adenosquamous carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adnexal carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adnexal tumor; benign",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adrenal cortical adenocarcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; clear cell",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; compact cell",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; glomerulosa cell",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; mixed cell",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical adenoma; pigmented",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adrenal cortical carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical tumor; benign",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical tumor; malignant",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal cortical tumor; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adrenal medullary paraganglioma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adrenal medullary paraganglioma; malignant",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adrenal rest tumor,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult cystic teratoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult granulosa cell tumor,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult rhabdomyoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult T-cell leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants),,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult T-cell lymphoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Adult T-cell lymphoma/leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Adult teratoma; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive angiomyxoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive digital papillary adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive fibromatosis,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive NK-cell leukaemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive osteoblastoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aggressive systemic mastocytosis,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Agnogenic myeloid metaplasia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
AIN III,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic granulocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Aleukemic leukemia; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic lymphatic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic lymphocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic lymphoid leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic monocytic leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic myelogenous leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Aleukemic myeloid leukemia,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
ALK positive large B-cell lymphoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Alpha cell tumor; malignant",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
"Alpha cell tumor; NOS",,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alpha heavy chain disease,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar adenocarcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar adenoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar cell carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar rhabdomyosarcoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Alveolar soft part sarcoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Amelanotic melanoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Ameloblastic carcinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Ameloblastic fibro-odontoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Ameloblastic fibro-odontosarcoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Ameloblastic fibrodentinoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
Ameloblastic fibrodentinosarcoma,,,,FALSE,,Tumor Type CDS,,CDS Metadata v1.3.3,,,,,,Added by OB 9/24/24
