Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
"Esophagus, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ethmoid sinus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Exocervix,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
External ear,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"External lip, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
External lower lip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
External upper lip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Extrahepatic bile duct,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Eye, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Eyelid,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Fallopian tube,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Female genital tract, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Floor of mouth, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Frontal lobe,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Frontal sinus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Fundus of stomach,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Fundus uteri,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Gallbladder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Gastric antrum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Gastrointestinal tract, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Glans penis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Glottis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Greater curvature of stomach, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Gum, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Hard palate,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Head of pancreas,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Head, face or neck, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Heart,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Hematopoietic system, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Hepatic flexure of colon,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Hypopharyngeal aspect of aryepiglottic fold,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Hypopharynx, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ileum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ill-defined sites within respiratory system,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Intestinal tract, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Intra-abdominal lymph nodes,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Intrahepatic bile duct,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Intrathoracic lymph nodes,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Islets of Langerhans,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Isthmus uteri,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Jejunum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Kidney, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Labium majus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Labium minus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lacrimal gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Laryngeal cartilage,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Larynx, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lateral floor of mouth,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lateral wall of bladder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lateral wall of nasopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lateral wall of oropharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lesser curvature of stomach, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lingual tonsil,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lip, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Liver,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Long bones of lower limb and associated joints,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Long bones of upper limb, scapula and associated joints",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lower gum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lower limb, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lower lobe, lung",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lower third of esophagus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lower-inner quadrant of breast,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lower-outer quadrant of breast,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lung, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lymph node, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lymph nodes of axilla or arm,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Lymph nodes of head, face and neck",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lymph nodes of inguinal region or leg,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Lymph nodes of multiple regions,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Main bronchus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Major salivary gland, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Male genital organs, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Mandible,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Maxillary sinus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Meckel diverticulum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Mediastinum, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Medulla of adrenal gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Meninges, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Middle ear,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Middle lobe, lung",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Middle third of esophagus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Mouth, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Mucosa of lip, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Mucosa of lower lip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Mucosa of upper lip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Myometrium,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Nasal cavity,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Nasopharynx, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Nervous system, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Nipple,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Occipital lobe,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Olfactory nerve,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Optic nerve,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Orbit, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Oropharynx, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Other ill-defined sites,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Other specified parts of female genital organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Other specified parts of male genital organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Other specified parts of pancreas,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ovary,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of accessory sinuses,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of bladder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of bones, joints and articular cartilage",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of bones, joints and articular cartilage of limbs",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of brain,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of brain and central nervous system,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of breast,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of cervix uteri,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of colon,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of connective, subcutaneous and other soft tissues",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of corpus uteri,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of digestive system,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of endocrine glands and related structures,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of esophagus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of eye and adnexa,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of female genital organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of floor of mouth,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of heart, mediastinum and pleura",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of hypopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of ill-defined sites,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of larynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of lip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of lip, oral cavity and pharynx",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of lung,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of major salivary glands,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of male genital organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of nasopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of other and unspecified parts of mouth,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of palate,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of pancreas,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of penis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of peripheral nerves and autonomic nervous system,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Overlapping lesion of rectum, anus and anal canal",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of respiratory system and intrathoracic organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of retroperitoneum and peritoneum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of skin,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of small intestine,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of stomach,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of tongue,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of tonsil,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of urinary organs,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of vulva,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesions of oropharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Palate, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Pancreas, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pancreatic duct,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Parametrium,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Parathyroid gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Paraurethral gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Parietal lobe,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Parotid gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Pelvic bones, sacrum, coccyx and associated joints",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pelvic lymph nodes,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Pelvis, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Penis, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Peripheral nerves and autonomic nervous system of abdomen,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Peripheral nerves and autonomic nervous system of head, face, and neck",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Peripheral nerves and autonomic nervous system of lower limb and hip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Peripheral nerves and autonomic nervous system of pelvis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Peripheral nerves and autonomic nervous system of thorax,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Peripheral nerves and autonomic nervous system of trunk, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Peripheral nerves and autonomic nervous system of upper limb and shoulder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Peritoneum, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Pharynx, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pineal gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pituitary gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Placenta,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Pleura, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Postcricoid region,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Posterior mediastinum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Posterior wall of bladder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Posterior wall of hypopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Posterior wall of nasopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Posterior wall of oropharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Prepuce,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Prostate gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pylorus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Pyriform sinus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Rectosigmoid junction,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Rectum, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Renal pelvis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Reticuloendothelial system, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Retina,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Retromolar area,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Retroperitoneum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Rib, sternum, clavicle and associated joints",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Round ligament,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
