Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
CNS,Cytoscape input file format.,,,FALSE,,File Format,,,,,NCIT:C209889,http://purl.obolibrary.org/obo/NCIT_C209889,C209889,
CRAI,CRAM index file format.,,,FALSE,,File Format,,,,,NCIT:C192224,http://purl.obolibrary.org/obo/NCIT_C192224,C192224,
CRAM,CRAM sequence alignment file format.,,,FALSE,,File Format,,,,,NCIT:C190170,http://purl.obolibrary.org/obo/NCIT_C190170,C190170,
CSV,Comma Separated Values Format file format.,,,FALSE,,File Format,,,,,NCIT:C182456,http://purl.obolibrary.org/obo/NCIT_C182456,C182456,
DICOM,"A comprehensive set of standards for communications between medical imaging devices, including a file format definition.",,,FALSE,,File Format,,,,,NCIT:C49059,http://purl.obolibrary.org/obo/NCIT_C49059,C49059,
DICT,HET group dictionary entry file format.,,,FALSE,,File Format,,,,,NCIT:C209890,http://purl.obolibrary.org/obo/NCIT_C209890,C209890,
DOC,Microsoft Word legacy document file format.,,,FALSE,,File Format,,,,,NCIT:C210442,http://purl.obolibrary.org/obo/NCIT_C210442,C210442,
DOCX,DOCX Format file format.,,,FALSE,,File Format,,,,,NCIT:C190171,http://purl.obolibrary.org/obo/NCIT_C190171,C190171,
DSV,DSV Format file format.,,,FALSE,,File Format,,,,,EDAM:format_3751,http://edamontology.org/format_3751,,
EMF,Enhanced Metafile image file format.,,,FALSE,,File Format,,,,,NCIT:C224003,http://purl.obolibrary.org/obo/NCIT_C224003,C224003,
FASTA,FASTA Format file format.,,,FALSE,,File Format,,,,,EDAM:format_1929,http://edamontology.org/format_1929,,
FASTQ,Investigation Description Format file format.,,,FALSE,,File Format,,,,,EFO:0004155,http://www.ebi.ac.uk/efo/EFO_0004155,,
GCT/Res Format,GCT/RES Format file format.,,,FALSE,,File Format,,,,,EDAM:format_3709,http://edamontology.org/format_3709,,
GenBank Format,GenBank sequence file format.,,,FALSE,,File Format,,,,,NCIT:C190174,http://purl.obolibrary.org/obo/NCIT_C190174,C190174,
GFF3,General Feature Format Version 3 file format.,,,FALSE,,File Format,,,,,NCIT:C190175,http://purl.obolibrary.org/obo/NCIT_C190175,C190175,
GIF,Graphics Interchange Format file format.,,,FALSE,,File Format,,,,,EDAM:format_3467,http://edamontology.org/format_3467,,
GPR,GenePix Results file format.,,,FALSE,,File Format,,,,,NCIT:C190176,http://purl.obolibrary.org/obo/NCIT_C190176,C190176,
GTF,GTF Format file format.,,,FALSE,,File Format,,,,,NCIT:C190177,http://purl.obolibrary.org/obo/NCIT_C190177,C190177,
gVCF,"Genomic Variant Call Format, an extension of VCF that records genotype information for all positions.",,,FALSE,,File Format,,,,,NCIT:C204352,http://purl.obolibrary.org/obo/NCIT_C204352,C204352,
GZIP Format,Gzip File Format file format.,,,FALSE,,File Format,,,,,NCIT:C80220,http://purl.obolibrary.org/obo/NCIT_C80220,C80220,
HDF5,Hierarchical Data Format 5 file format.,,,FALSE,,File Format,,,,,NCIT:C184763,http://purl.obolibrary.org/obo/NCIT_C184763,C184763,
HIC,HIC contact matrix file format.,,,FALSE,,File Format,,,,,NCIT:C203672,http://purl.obolibrary.org/obo/NCIT_C203672,C203672,
HTML,Hypertext Markup Language file format.,,,FALSE,,File Format,,,,,EDAM:format_2331,http://edamontology.org/format_2331,,
HTSeq Count,HTSeq-count tool output file format.,,,FALSE,,File Format,,,,,NCIT:C205749,http://purl.obolibrary.org/obo/NCIT_C205749,C205749,
IDAT,IDAT Format file format.,,,FALSE,,File Format,,,,,NCIT:C184762,http://purl.obolibrary.org/obo/NCIT_C184762,C184762,
IDF,Investigation Description Format.,,,FALSE,,File Format,,,,,NCIT:C172212,http://purl.obolibrary.org/obo/NCIT_C172212,C172212,
idpDB,IDPicker file format.,,,FALSE,,File Format,,,,,NCIT:C209893,http://purl.obolibrary.org/obo/NCIT_C209893,C209893,
im3,Vectra multispectral image file format.,,,FALSE,,File Format,,,,,,,,No defensible ontology match found.
JPEG,Joint Photographic Experts Group (JPEG) image file format.,,,FALSE,,File Format,,,,,NCIT:C48230,http://purl.obolibrary.org/obo/NCIT_C48230,C48230,
JPEG 2000,JPEG 2000 image file format.,,,FALSE,,File Format,,,,,NCIT:C184768,http://purl.obolibrary.org/obo/NCIT_C184768,C184768,
JSON,JSON Format file format.,,,FALSE,,File Format,,,,,NCIT:C184769,http://purl.obolibrary.org/obo/NCIT_C184769,C184769,
MAF,Mutation Annotation Format file format.,,,FALSE,,File Format,,,,,NCIT:C172215,http://purl.obolibrary.org/obo/NCIT_C172215,C172215,
MAGE-TAB,The MAGE-TAB file format.,,,FALSE,,File Format,,,,,EDAM:format_3162,http://edamontology.org/format_3162,,
MAT,MAT Format file format.,,,FALSE,,File Format,,,,,NCIT:C190178,http://purl.obolibrary.org/obo/NCIT_C190178,C190178,
MATLAB Script,MATLAB Script File file format.,,,FALSE,,File Format,,,,,EDAM:format_4007,http://edamontology.org/format_4007,,
MCD,Fluidigm Hyperion mass cytometry data file format.,,,FALSE,,File Format,,,,,NCIT:C224107,http://purl.obolibrary.org/obo/NCIT_C224107,C224107,
MEX,Market Exchange (MEX) sparse matrix file format.,,,FALSE,,File Format,,,,,NCIT:C184778,http://purl.obolibrary.org/obo/NCIT_C184778,C184778,
MPEG-4,MP4 multimedia file format.,,,FALSE,,File Format,,,,,NCIT:C190180,http://purl.obolibrary.org/obo/NCIT_C190180,C190180,
mtx,The mtx file format.,,,FALSE,,File Format,,,,,NCIT:C201789,http://purl.obolibrary.org/obo/NCIT_C201789,C201789,
mzIdentML,The mzIdentML file format.,,,FALSE,,File Format,,,,,EDAM:format_3247,http://edamontology.org/format_3247,,
mzML,Mass Spectrometry Markup Language file format.,,,FALSE,,File Format,,,,,EDAM:format_3244,http://edamontology.org/format_3244,,
mzXML,Mass Spectrometry Extensible Markup Language file format.,,,FALSE,,File Format,,,,,EDAM:format_3654,http://edamontology.org/format_3654,,
NIFTI Format,NIfTI Format file format.,,,FALSE,,File Format,,,,,EDAM:format_3549,http://edamontology.org/format_3549,,
ODS,OpenDocument spreadsheet file format.,,,FALSE,,File Format,,,,,NCIT:C224004,http://purl.obolibrary.org/obo/NCIT_C224004,C224004,
ODT,OpenDocument text file format.,,,FALSE,,File Format,,,,,NCIT:C224005,http://purl.obolibrary.org/obo/NCIT_C224005,C224005,
OME-TIFF,Open Microscopy Environment Tagged Image File Format file format.,,,FALSE,,File Format,,,,,EDAM:format_3727,http://edamontology.org/format_3727,,
Parquet,Apache Parquet columnar storage file format.,,,FALSE,,File Format,,,,,NCIT:C223247,http://purl.obolibrary.org/obo/NCIT_C223247,C223247,
PDF,Portable Document Format file format.,,,FALSE,,File Format,,,,,NCIT:C63805,http://purl.obolibrary.org/obo/NCIT_C63805,C63805,
PDT,Pro Tools session file legacy format.,,,FALSE,,File Format,,,,,NCIT:C224007,http://purl.obolibrary.org/obo/NCIT_C224007,C224007,
PED,Pedigree file format.,,,FALSE,,File Format,,,,,NCIT:C209891,http://purl.obolibrary.org/obo/NCIT_C209891,C209891,
Plain Text Data Format,A file format consisting of unformatted plain text.,,,FALSE,,File Format,,,,,NCIT:C85873,http://purl.obolibrary.org/obo/NCIT_C85873,C85873,
PNG,Portable Network Graphics file format.,,,FALSE,,File Format,,,,,NCIT:C85437,http://purl.obolibrary.org/obo/NCIT_C85437,C85437,
PRISM,GraphPad Prism project file format.,,,FALSE,,File Format,,,,,NCIT:C224010,http://purl.obolibrary.org/obo/NCIT_C224010,C224010,
Python Script Format,Python script file format.,,,FALSE,,File Format,,,,,NCIT:C190184,http://purl.obolibrary.org/obo/NCIT_C190184,C190184,
PZFX,GraphPad Prism XML File Format file format.,,,FALSE,,File Format,,,,,NCIT:C224011,http://purl.obolibrary.org/obo/NCIT_C224011,C224011,
QPTIFF,QPTIFF tagged image file format used for multispectral imaging.,,,FALSE,,File Format,,,,,NCIT:C222390,http://purl.obolibrary.org/obo/NCIT_C222390,C222390,
R File Format,R Format file format.,,,FALSE,,File Format,,,,,NCIT:C190186,http://purl.obolibrary.org/obo/NCIT_C190186,C190186,
R Markdown,R Markdown document file format.,,,FALSE,,File Format,,,,,NCIT:C190187,http://purl.obolibrary.org/obo/NCIT_C190187,C190187,
rdata,R data file format.,,,FALSE,,File Format,,,,,NCIT:C224809,http://purl.obolibrary.org/obo/NCIT_C224809,C224809,
rds,R Data Serialization file format.,,,FALSE,,File Format,,,,,NCIT:C209895,http://purl.obolibrary.org/obo/NCIT_C209895,C209895,
RTF,Rich Text Format file format.,,,FALSE,,File Format,,,,,NCIT:C209896,http://purl.obolibrary.org/obo/NCIT_C209896,C209896,
SAS,Statistical Analysis System (SAS) file format.,,,FALSE,,File Format,,,,,NCIT:C219045,http://purl.obolibrary.org/obo/NCIT_C219045,C219045,
SAS binary,SAS binary file format.,,,FALSE,,File Format,,,,,NCIT:C219048,http://purl.obolibrary.org/obo/NCIT_C219048,C219048,
SDRF,Sample and Data Relationship Format.,,,FALSE,,File Format,,,,,NCIT:C172211,http://purl.obolibrary.org/obo/NCIT_C172211,C172211,
SEG,Segmented Data Format.,,,FALSE,,File Format,,,,,NCIT:C209892,http://purl.obolibrary.org/obo/NCIT_C209892,C209892,
Sequence Record Format,The Sequence Record Format file format.,,,FALSE,,File Format,,,,,EDAM:format_1919,http://edamontology.org/format_1919,,
SPSS,SPSS statistical software file format.,,,FALSE,,File Format,,,,,NCIT:C219046,http://purl.obolibrary.org/obo/NCIT_C219046,C219046,
STATA,STATA statistical software file format.,,,FALSE,,File Format,,,,,NCIT:C219047,http://purl.obolibrary.org/obo/NCIT_C219047,C219047,
SVG,Scalable Vector Graphics file format.,,,FALSE,,File Format,,,,,EDAM:format_3604,http://edamontology.org/format_3604,,
SVS,Spectral View Settings Format file format.,,,FALSE,,File Format,,,,,NCIT:C162692,http://purl.obolibrary.org/obo/NCIT_C162692,C162692,
TAR,TAR archive file format.,,,FALSE,,File Format,,,,,NCIT:C190189,http://purl.obolibrary.org/obo/NCIT_C190189,C190189,
TBI,Tabix index file format.,,,FALSE,,File Format,,,,,NCIT:C184806,http://purl.obolibrary.org/obo/NCIT_C184806,C184806,
Thermo RAW,Thermo Fisher mass spectrometry RAW file format.,,,FALSE,,File Format,,,,,NCIT:C190190,http://purl.obolibrary.org/obo/NCIT_C190190,C190190,
TIFF,The TIFF file format.,,,FALSE,,File Format,,,,,EDAM:format_3591,http://edamontology.org/format_3591,,
TSV,Tab-Separated Value Format file format.,,,FALSE,,File Format,,,,,NCIT:C164049,http://purl.obolibrary.org/obo/NCIT_C164049,C164049,
TXT,Plain Text Data Format file format.,,,FALSE,,File Format,,,,,NCIT:C85873,http://purl.obolibrary.org/obo/NCIT_C85873,C85873,
VCF,Variant Call File Format file format.,,,FALSE,,File Format,,,,,NCIT:C172216,http://purl.obolibrary.org/obo/NCIT_C172216,C172216,
XLS,XLS Format file format.,,,FALSE,,File Format,,,,,NCIT:C190191,http://purl.obolibrary.org/obo/NCIT_C190191,C190191,
XLSX,Excel Open XML Format file format.,,,FALSE,,File Format,,,,,NCIT:C164050,http://purl.obolibrary.org/obo/NCIT_C164050,C164050,
XML,Extensible Markup Language file format.,,,FALSE,,File Format,,,,,EDAM:format_2332,http://edamontology.org/format_2332,,
YAML,YAML Language file format.,,,FALSE,,File Format,,,,,EDAM:format_3750,http://edamontology.org/format_3750,,
ZIP,ZIP Format file format.,,,FALSE,,File Format,,,,,NCIT:C190192,http://purl.obolibrary.org/obo/NCIT_C190192,C190192,
