Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Blood,"A tissue with red blood cells, white blood cells, platelets, and other substances suspended in fluid called plasma. Blood takes oxygen and nutrients to the tissues, and carries away wastes.",,,False,,Tissue,,ICD-O-3,,"peripheral blood, Whole Blood, Reticuloendothelial System, Blood, Peripheral Blood",C42.0,,NCIt,
Blood Vessel,"A tubular structure through which the blood circulates in the body. Blood vessels constitute a network composed of arteries, arterioles, capillaries, venules, and veins. (NCI)",,,False,,Tissue,,,,"Human Blood Vessel, VESSEL, Vessel",,,C12679,
Bone,The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,,,False,,Tissue,,ICD-O-3,,"Bone, Bones, Osseous",C41.9,,NCIt,
Bone Marrow,The tissue occupying the spaces of some bones. It consists of blood vessel sinuses and a network of hematopoietic cells.,,,False,,Tissue,,ICD-O-3,,Reticuloendothelial System,C42.1,,NCIt,
Brain,An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.,,,False,,Tissue,,ICD-O-3,,"CNS-Brain, Nervous System",C71.9,,NCIt,
Breast,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest. (NCI),,,False,,Tissue,,ICD-O-3,,Breasts,C50.9,,NCIt,
Caecum,,,,False,,Tissue,,UBERON,,,UBERON:0001153,http://purl.obolibrary.org/obo/UBERON_0001153,,Added by Rancho 1/7/2022
Cancer-Associated Fibroblast,A fibroblast found proximal to or within cancerous tissue.,,,False,,Tissue,,NCIT,,CAF,NCIT:C168534,http://purl.obolibrary.org/obo/NCIT_C168534,C168534,OB 4/18/23
Cardia,,,,False,,Tissue,,ICD-O-3,,,C16.0,,,
Cartilage,"A type of connective tissue composed of chondrocytes and an extracellular matrix, composed of collagen, elastin, and ground substance. There are three types of cartilage; namely elastic, hyaline, and fibrocartilage.",,,False,,Tissue,,,,Cartilagenous,,,C12373,
Cervix Uteri,The portion of the uterus (or uterine horns) that empties into the vagina.,,,False,,Tissue,,ICD-O-3,,"Uterine Cervix, Uterus, Cervix, Genital System, Female, Cervix, CERVIX, cervix, Cervix",C53.9,,NCIt,
Choroid,"A thin layer of tissue that is part of the middle layer of the wall of the eye, between the sclera (white outer layer of the eye) and the retina (the inner layer of nerve tissue at the back of the eye). The choriod is filled with blood vessels that bring oxygen and nutrients to the eye.",,,False,,Tissue,,,,"EYE, CHOROID",,,C12344,
Colon,The portion of the large intestine which extends from the cecum (or small intestine in animals that don't have a cecum) to the rectum.,,,False,,Tissue,,ICD-O-3,,"LARGE INTESTINE, COLON",C18.0,,NCIt,
Connective and Soft Tissue,The supporting connective tissue of an organ.,,,False,,Tissue,,ICD-O-3,,,C49.9,,NCIt,
Cornea,"The transparent, avascular tissue covering the front of the eye and is continuous with the sclera.",,,False,,Tissue,,,,"Human Cornea, EYE, CORNEA",,,C12342,
Duodenum,The portion of the small intestine between the stomach and jejunum.,,,False,,Tissue,,,,"SMALL INTESTINE, DUODENUM",,,C12263,
Ear,A sensory organ that contains auditory and vestibular apparatuses.,,,False,,Tissue,,ICD-O-3,,,C44.2,,NCIt,
Embryo,Early stage in the prenatal development of an animal. This stage occurs from implantation until closure of the hard palate.,,,False,,Tissue,,,,"embryonic, Embryologic, Human Embryo",,,C28147,Not necesarily a tissue? Should we remove?
Embryonic Heart,"The rudimentary heart found in the human embryo that begins development during the third week of gestation, and which is formed by paired endocardial heart tubes derived from splanchnic mesenchyme, which subsequently fuse to form the primitive heart.",,,False,,Tissue,,,,,,,C34153,
Endocervix,The portion of the cervix which is lined by single columnar epithelium (mucosa). (NCI),,,False,,Tissue,,ICD-O-3,,Endocervical,C53.0,,NCIt,
Endometrium,"The mucous membrane comprising the inner layer of the uterine wall; it consists of a simple columnar epithelium and a lamina propria that contains simple tubular uterine glands. The structure, thickness, and state of the endometrium undergo marked change with the menstrual cycle.",,,False,,Tissue,,ICD-O-3,,Tunica Mucosa,C54.1,,NCIt,
Endothelium,"The layer of cells that lines the cavities of the heart and of the blood vessels (Endothelium, Vascular) and lymph vessels (Endothelium, Lymphatic), and the serous cavities of the body, originating from the mesoderm.",,,False,,Tissue,,,,Endothelial,,,C12481,
Epithelium,The avascular cellular layers that cover body surfaces and cavities and may form glands.,,,False,,Tissue,,,,Epithelial Tissue,,,C12710,
Esophagus,The portion of the digestive tract between the pharynx and stomach.,,,False,,Tissue,,ICD-O-3,,Oesophagus,C15.9,,NCIt,
Eye,The sensory organ of vision.,,,False,,Tissue,,ICD-O-3,,"Eyeball, Ophthalmic, Optic, Ocular, ophthalmic",C69.9,,NCIt,
Fallopian Tube,The tube through which eggs pass from an ovary.,,,False,,Tissue,,ICD-O-3,,"Fallopian Tubes, Oviduct, OVIDUCT",C57.0,,NCIt,
Foreskin,The loose skin that covers the head of the penis.,,,False,,Tissue,,,,"Male Prepuce, Preputium Penis",,,C33049,
Frontal Lobe,The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere. (NCI),,,False,,Tissue,,ICD-O-3,,,C71.1,,NCIt,
Gastroesophageal Junction,The place where the esophagus is connected to the stomach.,,,False,,Tissue,,,,,,,C32668,
Gastrointestinal Tract,"The upper gastrointestinal (GI) tract is comprised of mouth, pharynx, esophagus and stomach while the lower GI tract consists of intestines and anus. The primary function of the GI tract is to ingest, digest, absorb and ultimately excrete food stuff. (NCI)",,,False,,Tissue,,ICD-O-3,,"Alimentary Canal, Digestive Tract, Gut, digestive tract",C26.9,,NCIt,
Genitourinary,Of or related to the genital and urinary organs or their functions.,,,False,,Tissue,,,,,,,C25350,
Hair Follicle,A tube-like invagination of the epidermis from which the hair shaft develops and into which the sebaceous glands open; the follicle is lined by a cellular inner and outer root sheath of epidermal origin and is invested with a fibrous sheath derived from the dermis. (NCI),,,False,,Tissue,,,,"Follicles, Hair Follicles",,,C13317,
Head and Neck,"The area of the body comprising the skull, facial bones and the cervical vertebrae, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature, soft tissue and lymph nodes draining these areas.",,,False,,Tissue,,ICD-O-3,,"H and N, Head & Neck",C76.0,,NCIt,
Heart,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,,,False,,Tissue,,ICD-O-3,,Cardiac,C38.0,,NCIt,
Heart Muscle,"The muscle tissue of the HEART composed of striated, involuntary muscle known as cardiac muscle.",,,False,,Tissue,,,,Cardiac Muscle,,,C13262,
Hematopoietic System,"The bodily system of organs and tissues, primarily the bone marrow, spleen, tonsils, and lymph nodes, involved in the production of blood.",,,False,,Tissue,,ICD-O-3,,"Hematologic Body System, Hematologic Organ System, Body System, Hematologic, Organ System, Hematologic, Hematopoietic Body System",C42.4,,NCIt,
Hippocampus,A curved gray matter structure of the temporal lobe lying on the floor of the lateral ventricle of the brain.,,,False,,Tissue,,,,"HIPPOCAMPUS, Hippocampal",,,C12444,Rancho added 1/7/2022
Intestine,The portion of the gastrointestinal tract that includes the small and large intestines.,,,False,,Tissue,,ICD-O-3,,"Intestines, bowel, Bowel",C26.0,,NCIt,
Intra-Abdominal Lymph Nodes,Any lymph node within the abdomen.,,,False,,Tissue,,ICD-O-3,,"Intra-Abdominal Lymph Node, Intra-abdominal Lymph Node, ABDOMINAL LYMPH NODE",C77.2,,NCIt,
Intrathoracic Lymph Nodes,Any lymph node within the thoracic cavity.,,,False,,Tissue,,ICD-O-3,,"Intrathoracic Lymph Node, INTRATHORACIC LYMPH NODE, Intra-Thoracic Lymph Node",C77.1,,NCIt,
Joint,"is an organ that constitutes an anatomical junction; it consists of two or more adjacent bones, parts of which are interconnected by organ parts that consist of various types of connective tissue. Together with other joints and bones, a joint constitutes the skeletal system. Example(s): pubic symphysis, knee joint, temporomandibular joint.",,,False,,Tissue,,,,"Articulation, Articular, Joints",,,C13044,
Kidney,The organs of the urinary tract located in the retroperitoneal cavity adjacent to the spine and composed of the renal cortex and the renal medulla.,,,False,,Tissue,,ICD-O-3,,"Urinary System, Kidney, Kidneys",C64.9,,NCIt,
Larynx,The cartilaginous structure of the respiratory tract between the pharynx and the trachea. It contains elastic vocal cords required for sound production.,,,False,,Tissue,,,,"voice box, Head and Neck, Larynx",,,C12420,
Ligament,Band of fibrous tissue connecting bone to bone or cartilage to bone thereby supporting or strengthening a joint. (NCI),,,False,,Tissue,,,,"Ligaments, Human Ligament",,,C13046,
Liver,An abdominal organ that has variable lobation which are composed mainly of hepatic lobules.,,,False,,Tissue,,ICD-O-3,,"Liver, Body System, Hepatic, Hepatic Organ System, Hepatic Body System, Organ System, Hepatic",C22.0,,NCIt,
Lung,"One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.",,,False,,Tissue,,ICD-O-3,,"Respiratory System, Lung",C34.9,,NCIt,
Lymph,The clear fluid that travels through the lymphatic system and carries cells that help fight infections and other diseases.,,,False,,Tissue,,,,"lymphatic fluid, Reticuloendothelial System, Lymph",,,C13252,Added by Brynn 09/22/2022
Lymph Node,"Secondary lymphoid organ associated with lymphatic vessels and consisting of an outer cortex, inner medulla and sinuses.",,,False,,Tissue,,ICD-O-3,,"Reticuloendothelial System, Lymph Node, Lymph Nodes, Lymphatic Gland, Lymph Gland, lymph gland, Lymph Node(s), Lymph nodes, lymph",C77.9,,NCIt,
Lymph Nodes of Axilla or Arm,One of approximately 20-30 lymph nodes in chain formation that traverse the concavity of the underarm to the clavicle.,,,False,,Tissue,,ICD-O-3,,Lymph Node of Axilla or Arm,C77.3,,NCIt,
Lymph Nodes of Inguinal Region or Leg,Any lymph node that is located in the inguinal region or in either leg.,,,False,,Tissue,,ICD-O-3,,Lymph Node of Inguinal Region or Leg,C77.4,,NCIt,
Lymphatic System,"The tissues and organs that produce, store, and carry white blood cells that fight infections and other diseases. This system includes the bone marrow, spleen, thymus, lymph nodes, and lymphatic vessels (a network of thin tubes that carry lymph and white blood cells). Lymphatic vessels branch, like blood vessels, into all the tissues of the body.",,,False,,Tissue,,,,"Lymphatics, Reticuloendothelial System, Lymphatic System, Lymphatic",,,C12746,
Lymphoid Tissue,"Tissue characterized by the presence of large numbers of lymphocytes in different stages of transformation. Connective tissue cells including fibroblasts and macrophages may be present. Lymphoid tissue is framed by a network of reticular fibers and may be diffuse, or densely aggregated.",,,False,,Tissue,,,,Lymphoid Normal,,,C13049,
Main Bronchus,The left and right main bronchi considered as a group.,,,False,,Tissue,,ICD-O-3,,Mainstem bronchus,C34.0,,NCIt,
Mammary Gland,"The exocrine glands of the mammae that produce milk in females, and are composed of lobules, alveolar ducts and alveoli.",,,False,,Tissue,,ICD-O-3,,,C50.9,,NCIt,
Meninges,The three thin layers of tissue that cover and protect the brain and spinal cord.,,,False,,Tissue,,ICD-O-3,,,C70.0,,NCIt,
Mesenchyme,"Embryonic tissue of mesodermal origin.  Develops into connective tissue, blood vessels, and lymphatic tissue.",,,False,,Tissue,,,,,,,C13301,
Mucosa,Mucous membrane.,,,False,,Tissue,,,,"Mucous Membrane, Mucosal",,,C13166,Added by Brynn 03/13/2023
Muscle,One of the contractile organs of the body.,,,False,,Tissue,,ICD-O-3,,Muscular,C49.9,,NCIt,
Nasal Cavity,The upper respiratory tract extending from the nares to the pharynx.,,,False,,Tissue,,ICD-O-3,,NASAL,C30.0,,NCIt,
Nervous System,"The organized network of nerve tissue in the body. It includes the central nervous system (the brain and spinal cord), the peripheral nervous system (nerves that extend from the spinal cord to the rest of the body), and other nerve tissue.",,,False,,Tissue,,ICD-O-3,,"Body System, Neurologic, nerves, Organ System, Neurologic, nerve, Neurologic, nerve tissue, Neurologic Organ System",C72.9,,NCIt,
Not Applicable,Determination of a value is not relevant in the current context. (NCI),,,False,,Tissue,,,,"{NA}, {Not applicable}, No unit of measure required, Does Not Apply, N/A, na, No Apparent Adverse Event, NA",,,C48660,
Olfactory Mucosa,The part of the nasal mucosa composed of neuroepithelial tissue and mucus-producing Bowman's glands. The mucus moistens the epithelium and helps dissolve odor-containing gases.,,,False,,Tissue,,,,Nasal Mucosa,,,C33205,
Omentum,A fold of the peritoneum (the thin tissue that lines the abdomen) that surrounds the stomach and other organs in the abdomen.,,,False,,Tissue,,,,Omental Fat,,,C33209,Added by Brynn 05/26/2022
Oral Cavity,The cavity of the mouth.,,,False,,Tissue,,ICD-O-3,,"Buccal Cavity, Mouth, Buccal cavity",C06.0,,NCIt,
Oral Mucosa,The mucosal membranes that line the oral cavity.,,,False,,Tissue,,,,,,,C77637,
Ovary,"The pair of female reproductive glands in which the ova, or eggs, are formed. The ovaries are located in the pelvis, one on each side of the uterus.",,,False,,Tissue,,ICD-O-3,,"Genital System, Female, Ovary, Ovaries",C56.9,,NCIt,
Pancreas,"An organ behind the lower part of the stomach that is the shape of a fish and about the size of a hand. It is a compound gland composed of both exocrine and endocrine tissues. The endocrine pancreas makes insulin so that the body can use glucose (sugar) for energy. The exocrine pancreas makes enzymes that help the body digest food. Spread all over the pancreas are areas called the Islets of Langerhans. The cells in these areas each have a special purpose. The alpha cells make glucagon, which raises the level of glucose in the blood; the beta cells make insulin; the delta cells make somatostatin. There are also PP cells and D1 cells, about which little is known.",,,False,,Tissue,,ICD-O-3,,Pancreas,C25.9,,NCIt,
Pelvic Lymph Nodes,Any lymph node within the pelvic region. (NCI),,,False,,Tissue,,ICD-O-3,,"Pelvic Lymph Node, PELVIC LYMPH NODE, Lymph Node(s) Pelvic",C77.5,,NCIt,
Pending Annotation,,,,False,,Tissue,,Sage,,"LA, Limited Access",,,,
Periodontal Ligament,The fibrous connective tissue surrounding the root of a tooth that separates it from and attaches it to the alveolar bone.,,,False,,Tissue,,BRENDA,,"Periodontium, Periodontal Membrane",BTO:0001020,http://purl.obolibrary.org/obo/BTO_0001020,NCIt,
Peripheral Nerves,"The nerves outside of the brain and spinal cord, including the autonomic, cranial, and spinal nerves. Peripheral nerves contain non-neuronal cells and connective tissue as well as axons. The connective tissue layers include, from the outside to the inside, the epineurium, the perineurium, and the endoneurium.",,,False,,Tissue,,ICD-O-3,,Murine Peripheral Nerves,C47.9,,NCIt,
Peritoneum,"The tissue that lines the wall of the abdominal cavity, intestine, mesentery, and pelvic organs. It consists of the parietal peritoneum and the visceral peritoneum.",,,False,,Tissue,,,,Human Peritoneal Membrane,,,NCIt,
Pharynx,"The hollow tube inside the neck that starts behind the nose and ends at the top of the trachea (windpipe) and esophagus (the tube that goes to the stomach). The pharynx is about 5 inches long, depending on body size.",,,False,,Tissue,,,,,,,C12425,
Pituitary Gland,"The main endocrine gland. It produces hormones that control other glands and many body functions, especially growth.",,,False,,Tissue,,,,"Pituitary, Hypophysis Cerebri, Hypophysis, GLAND, PITUITARY, Nervous System, Pituitary",,,C12399,
Placenta,The organ that nourishes the developing fetus in the uterus.,,,False,,Tissue,,ICD-O-3,,Placental,C58.9,,NCIt,
Pleura,The tissue that lines the wall of the thoracic cavity and the surface of the lungs.,,,False,,Tissue,,,,"PLEURAL TISSUE, The tissue that lines the wall of the thoracic cavity and the surface of the lungs., Pleural, Pleural Tissue",,,C12469,
Prostate Gland,"The walnut shaped accessory sex gland of the male reproductive system. It is located in the pelvis just below the bladder, surrounding the prostatic part of the urethra. The prostate gland secretes a fluid which is part of the semen.",,,False,,Tissue,,ICD-O-3,,"Genital System, Male, Prostate, Prostate, prostate, Prostatic Gland, GLAND, PROSTATE",C61.9,,NCIt,
Rectum,The terminal portion of the large intestine extending from the terminus of the colon to the anus or anal canal.,,,False,,Tissue,,ICD-O-3,,"LARGE INTESTINE, RECTUM, Hemorrhoidal",C18.9,,NCIt,
Reproductive System,The organs and tissues involved in the production and maturation of gametes and in their union and subsequent development as offspring.,,,False,,Tissue,,,,"Genital tract, Reproductive Organ System, Reproductive Body System, Reproductive Tract",,,C12841,
Respiratory System,"The organs that are involved in breathing. These include the nose, throat, larynx, trachea, bronchi, and lungs.",,,False,,Tissue,,,,"Respiratory, Organ System, Pulmonary, Pulmonary Organ System, respiratory tract, Body System, Pulmonary, Pulmonary Body System",,,C12779,
Salivary Gland,Any number of exocrine glands that secrete saliva into the oral cavity.,,,False,,Tissue,,,,"Salivary Glands, GLAND, SALIVARY, Head and Neck, Salivary Glands",,,C12426,
Sclera,"The white, opaque, fibrous, outer tunic of the eyeball, covering it entirely excepting the segment covered anteriorly by the cornea. It is essentially avascular but contains apertures for vessels, lymphatics, and nerves. It receives the tendons of insertion of the extraocular muscles and at the corneoscleral junction contains the canal of Schlemm. (From Cline et al., Dictionary of Visual Science, 4th ed)",,,False,,Tissue,,,,"SCLERA, Human Sclera, White of Eye",,,C12784,
Sinonasal Tract,The area of the head comprised of the nasal cavity and paranasal sinuses.,,,False,,Tissue,,,,,,,C54292,
Skin,"An organ that constitutes the external surface of the body. It consists of the epidermis, dermis, and skin appendages. (NCI)",,,False,,Tissue,,ICD-O-3,,"Human Skin, Skin",C44.9,,NCIt,
Small Intestine,The villous section of the intestine extending from the pylorus to the proximal large intestine.,,,False,,Tissue,,ICD-O-3,,"Small Bowel, Small Intestine",C17.9,,NCIt,
Spinal Cord,The portion of the central nervous system that lies within the vertebral canal and from which the spinal nerves emerge.,,,False,,Tissue,,ICD-O-3,,Medulla Spinalis,C72.0,,NCIt,
Spleen,"An organ that is part of the lymphatic system. The spleen produces lymphocytes, filters the blood, stores blood cells, and destroys old blood cells. It is located on the left side of the abdomen near the stomach.",,,False,,Tissue,,ICD-O-3,,"Reticuloendothelial System, Spleen, Splenic, splenic, spleenocytes",C42.2,,NCIt,
Stomach,The portion of the gastrointestinal tract located between the esophagus and the proximal duodenum.,,,False,,Tissue,,ICD-O-3,,,C16.9,,NCIt,
Synovial Membrane,The inner layer of the connective tissue that seals the joint.,,,False,,Tissue,,,,"Synovial Stratum, Synovium, SYNOVIUM",,,C12473,
Tendon,"Tough, fibrous, cord-like tissue that connects muscle to bone or another structure, such as an eyeball. Tendons help the bone or structure to move.",,,False,,Tissue,,,,"Tendons, Human Tendon",,,C13045,
Testis,The male gonad.,,,False,,Tissue,,ICD-O-3,,"Testicle, Testes, testicle, Genital System, Male, Testis, Testicles",C62.9,,NCIt,
Thymus,"An organ that is part of the lymphatic system, in which T lymphocytes grow and multiply. The thymus is in the chest behind the breastbone.",,,False,,Tissue,,ICD-O-3,,"Thymus Gland, Reticuloendothelial System, Thymus, THYMUS GLAND",C37.9,,NCIt,
Thyroid Gland,Endocrine gland(s) adjacent to the trachea in mammals that produce thyroxine and other hormones.,,,False,,Tissue,,ICD-O-3,,"Total Thyroid, Head and Neck, Thyroid, thyroid, GLAND, THYROID, Thyroid",C73.9,,NCIt,
Tongue,The muscular organ located in the floor of the mouth and serving as the principal organ of taste and modification of the voice in speech.,,,False,,Tissue,,,,,,,C12422,
Tonsil,excludes lingual tonsil C02.4 and pharyngeal tonsil C11.1,,,False,,Tissue,,ICD-O-3,,Tonsils,C09.9,,NCIt,
Trachea,"The fibrocartilaginous, mucous-lined tube passing from the larynx to the bronchi.",,,False,,Tissue,,ICD-O-3,,"Windpipe, windpipe",C33.9,,NCIt,
Umbilical Cord,Extraembryonic structure that connects the fetus to the placenta. It contains two arteries and one vein.,,,False,,Tissue,,,,,,,C34320,
Unspecified,Not stated explicitly or in detail.,,,False,,Tissue,,,,"Not Assigned, Not Specified, Pan-tissue, not reported",,,C38046,
Uterus,"The small, hollow, pear-shaped organ in a woman's pelvis. This is the organ in which a fetus develops.",,,False,,Tissue,,ICD-O-3,,"Utero, Uterus, Womb, Uterine, womb",C55.9,,NCIt,
Vagina,The muscular canal extending from the uterus to the exterior of the body.,,,False,,Tissue,,,,,,,C12407,
Vascular Endothelium,The layer of simple squamous epithelial tissue that lines the luminal surface of the entire circulatory system.,,,False,,Tissue,,,,,,,C13053,
Vein,A blood vessel that carries blood towards the heart.,,,False,,Tissue,,ICD-O-3,,Venous,C49.9,,NCIt,
Vertebra,Any of the ring-shaped bony structures that constitute the spinal column and surround the spinal cord.,,,False,,Tissue,,ICD-O-3,,"Vertebrae, Spinal Bone, Spinal bone",C41.2,,NCIt,
Peripheral Blood Mononuclear Cell,A peripheral blood cell with a single nucleus. This category includes lymphocytes and monocytes.,,,False,,Tissue,,NCIT,,,NCIT:C12954,http://purl.obolibrary.org/obo/NCIT_C12954,C12954,OB 6/9/23
