Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Information Science,"The field of knowledge, theory, and technology concerned with the collection, organization, storage, retrieval, and dissemination of facts and data, including aspects of communication, publishing, and informatics.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,MESH:D007254,http://id.nlm.nih.gov/mesh/D007254,,
Educational Technology,"The systematic identification, development, organization, and use of educational resources, tools, and equipment, including audiovisual and digital aids, to support teaching and learning.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,MESH:D018961,http://id.nlm.nih.gov/mesh/D018961,,
Anatomy/Physiology,The study of the structure of living organisms and their parts (anatomy) together with the functions and mechanisms of those structures (physiology).,,,FALSE,,Resource Topic,,OER/CR_Subject,,,,,,
Biology,"The scientific study of living organisms, including their structure, function, growth, evolution, and interactions with their environment.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C16345,http://purl.obolibrary.org/obo/NCIT_C16345,C16345,
Ecology,The branch of biology concerned with the relationships between organisms and their environment.,,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C16526,http://purl.obolibrary.org/obo/NCIT_C16526,C16526,
Genetics,"The branch of biology that deals with heredity, especially the mechanisms of hereditary transmission and the variation of inherited characteristics among similar or related organisms.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C16624,http://purl.obolibrary.org/obo/NCIT_C16624,C16624,
Nutrition,"The processes by which an organism consumes and utilizes food, water, and other nourishment necessary to sustain its life processes.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C28294,http://purl.obolibrary.org/obo/NCIT_C28294,C28294,
Measurement and Data,"An educational topic area covering skills and concepts related to measuring quantities and to collecting, representing, and interpreting data.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,,,,
Statistics and Probability,"The application of statistical methods and probability theory to describe, summarize, and draw inferences from data.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,EDAM:2269,http://edamontology.org/topic_2269,,
Chemistry,"The scientific study of the composition, structure, properties, and reactions of matter, especially atomic and molecular systems.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C16414,http://purl.obolibrary.org/obo/NCIT_C16414,C16414,
Physics,"The scientific study of matter, energy, and the fundamental forces and laws governing their interactions and behavior in nature.",,,FALSE,,Resource Topic,,OER/CR_Subject,,,NCIT:C16989,http://purl.obolibrary.org/obo/NCIT_C16989,C16989,
Systems Biology,"An interdisciplinary field that studies complex interactions within biological systems using a holistic approach, integrating computational and mathematical modeling with experimental data to understand emergent properties of the system as a whole.",,,FALSE,,Resource Topic,,OMIT,,,OMIT:0024179,http://purl.obolibrary.org/obo/OMIT_0024179,,
Patient Advocacy,"Efforts to promote, protect, and represent the rights, needs, and interests of patients, often through education, support services, or engagement in research and health policy processes.",,,FALSE,,Resource Topic,,MC2,,,MESH:D010344,http://id.nlm.nih.gov/mesh/D010344,,
